region,intercept,sea_temp_lag1,sea_temp_lag2,sea_temp_lag3,air_temp_mean_lag1,air_temp_min_lag1,air_temp_max_lag1,wind_speed_mean_lag1,doy_sin,doy_cos
완도,0.8480514136944013,1.2765822437178345,-0.5420684692822019,0.1811565428501012,0.0034426758202550922,0.003227507252232198,0.033179650504260416,-0.07641341724070473,-0.1400612324416709,-0.3726649401143326
여수,0.6781006701080408,1.1142064411453976,-0.3783064848662436,0.18306734850855544,-0.02297720030061537,0.03539159260422495,0.04165477073682089,-0.05331388754307246,-0.05066685774082631,-0.19775924375945464
통영,0.5399051959454155,1.3125005854879424,-0.2609889870121213,-0.09238387682138859,-0.02986796112386872,0.01836006708106816,0.021329810059851045,-0.006139024428483807,-0.11783965353654012,-0.13045613387857147
남해군,0.6040359904216857,1.1646288307431805,-0.3521740860901764,0.13519359779847373,-0.011813344870497233,0.006708193275539648,0.020945842036331347,-0.006756505656096252,-0.1583867076306713,-0.2155667942925886
