region_code,region,date,air_temp_forecast_mean,air_temp_forecast_min,air_temp_forecast_max,wind_speed_forecast_mean,rain_forecast_sum,n_tmp,n_wsd,n_pcp
tongyeong,통영,2026-09-22,24.166666666666668,21.0,27.0,4.9750000000000005,0.0,12,12,12
tongyeong,통영,2026-09-23,22.125,19.0,26.0,2.245833333333333,0.0,24,24,24
tongyeong,통영,2026-09-24,22.416666666666668,19.0,26.0,1.3958333333333333,0.0,24,24,24
tongyeong,통영,2026-09-25,22.625,20.0,26.0,1.2625,0.0,8,8,8
tongyeong,통영,2026-09-26,21.0,21.0,21.0,1.0,0.0,1,1,1
