region_code,region,date,air_temp_forecast_mean,air_temp_forecast_min,air_temp_forecast_max,wind_speed_forecast_mean,rain_forecast_sum,n_tmp,n_wsd,n_pcp
yeosu,여수,2026-09-17,24.916666666666668,23.0,27.0,4.516666666666667,0.0,12,12,12
yeosu,여수,2026-09-18,22.666666666666668,21.0,24.0,4.591666666666667,5.0,24,24,19
yeosu,여수,2026-09-19,23.541666666666668,21.0,27.0,3.9500000000000006,0.0,24,24,24
yeosu,여수,2026-09-20,23.25,20.0,27.0,1.4,0.0,8,8,8
yeosu,여수,2026-09-21,22.0,22.0,22.0,1.0,0.0,1,1,1
