region_code,region,date,air_temp_forecast_mean,air_temp_forecast_min,air_temp_forecast_max,wind_speed_forecast_mean,rain_forecast_sum,n_tmp,n_wsd,n_pcp
namhae,남해군,2026-09-22,24.916666666666668,22.0,28.0,5.008333333333334,0.0,12,12,12
namhae,남해군,2026-09-23,22.708333333333332,20.0,27.0,2.3958333333333335,0.0,24,24,24
namhae,남해군,2026-09-24,23.25,20.0,28.0,1.0291666666666666,0.0,24,24,24
namhae,남해군,2026-09-25,23.375,21.0,27.0,1.4375,0.0,8,8,8
namhae,남해군,2026-09-26,22.0,22.0,22.0,1.0,0.0,1,1,1
