region_code,region,date,air_temp_forecast_mean,air_temp_forecast_min,air_temp_forecast_max,wind_speed_forecast_mean,rain_forecast_sum,n_tmp,n_wsd,n_pcp
wando,완도,2026-09-22,23.25,21.0,26.0,3.9249999999999994,0.0,12,12,12
wando,완도,2026-09-23,21.291666666666668,19.0,24.0,2.4541666666666666,0.0,24,24,24
wando,완도,2026-09-24,21.875,18.0,26.0,0.9208333333333334,0.0,24,24,24
wando,완도,2026-09-25,21.375,20.0,24.0,1.4875,0.0,8,8,8
wando,완도,2026-09-26,20.0,20.0,20.0,2.0,0.0,1,1,1
