region_code,region,date,air_temp_forecast_mean,air_temp_forecast_min,air_temp_forecast_max,wind_speed_forecast_mean,rain_forecast_sum,n_tmp,n_wsd,n_pcp
yeosu,여수,2026-09-22,24.916666666666668,22.0,27.0,3.1333333333333333,0.0,12,12,12
yeosu,여수,2026-09-23,22.541666666666668,20.0,26.0,2.0624999999999996,0.0,24,24,24
yeosu,여수,2026-09-24,23.083333333333332,19.0,27.0,0.975,0.0,24,24,24
yeosu,여수,2026-09-25,23.125,21.0,26.0,1.0375,0.0,8,8,8
yeosu,여수,2026-09-26,22.0,22.0,22.0,1.0,0.0,1,1,1
