region_code,region,base_date,base_time,forecast_datetime,category,value,nx,ny
wando,완도,20260922,1100,2026-09-22 12:00:00,TMP,25,55,57
wando,완도,20260922,1100,2026-09-22 12:00:00,WSD,4.1,55,57
wando,완도,20260922,1100,2026-09-22 12:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 13:00:00,TMP,26,55,57
wando,완도,20260922,1100,2026-09-22 13:00:00,WSD,4,55,57
wando,완도,20260922,1100,2026-09-22 13:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 14:00:00,TMP,26,55,57
wando,완도,20260922,1100,2026-09-22 14:00:00,WSD,4.2,55,57
wando,완도,20260922,1100,2026-09-22 14:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 15:00:00,TMP,26,55,57
wando,완도,20260922,1100,2026-09-22 15:00:00,WSD,4,55,57
wando,완도,20260922,1100,2026-09-22 15:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 16:00:00,TMP,25,55,57
wando,완도,20260922,1100,2026-09-22 16:00:00,WSD,3.9,55,57
wando,완도,20260922,1100,2026-09-22 16:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 17:00:00,TMP,24,55,57
wando,완도,20260922,1100,2026-09-22 17:00:00,WSD,4,55,57
wando,완도,20260922,1100,2026-09-22 17:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 18:00:00,TMP,22,55,57
wando,완도,20260922,1100,2026-09-22 18:00:00,WSD,3.7,55,57
wando,완도,20260922,1100,2026-09-22 18:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 19:00:00,TMP,21,55,57
wando,완도,20260922,1100,2026-09-22 19:00:00,WSD,3.8,55,57
wando,완도,20260922,1100,2026-09-22 19:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 20:00:00,TMP,21,55,57
wando,완도,20260922,1100,2026-09-22 20:00:00,WSD,3.8,55,57
wando,완도,20260922,1100,2026-09-22 20:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 21:00:00,TMP,21,55,57
wando,완도,20260922,1100,2026-09-22 21:00:00,WSD,3.9,55,57
wando,완도,20260922,1100,2026-09-22 21:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 22:00:00,TMP,21,55,57
wando,완도,20260922,1100,2026-09-22 22:00:00,WSD,4,55,57
wando,완도,20260922,1100,2026-09-22 22:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-22 23:00:00,TMP,21,55,57
wando,완도,20260922,1100,2026-09-22 23:00:00,WSD,3.7,55,57
wando,완도,20260922,1100,2026-09-22 23:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-23 00:00:00,TMP,20,55,57
wando,완도,20260922,1100,2026-09-23 00:00:00,WSD,3.8,55,57
wando,완도,20260922,1100,2026-09-23 00:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-23 01:00:00,TMP,20,55,57
wando,완도,20260922,1100,2026-09-23 01:00:00,WSD,3.5,55,57
wando,완도,20260922,1100,2026-09-23 01:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-23 02:00:00,TMP,20,55,57
wando,완도,20260922,1100,2026-09-23 02:00:00,WSD,3.3,55,57
wando,완도,20260922,1100,2026-09-23 02:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-23 03:00:00,TMP,20,55,57
wando,완도,20260922,1100,2026-09-23 03:00:00,WSD,3.2,55,57
wando,완도,20260922,1100,2026-09-23 03:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-23 04:00:00,TMP,19,55,57
wando,완도,20260922,1100,2026-09-23 04:00:00,WSD,3.3,55,57
wando,완도,20260922,1100,2026-09-23 04:00:00,PCP,강수없음,55,57
wando,완도,20260922,1100,2026-09-23 05:00:00,TMP,19,55,57
wando,완도,20260922,1100,2026-09-23 05:00:00,WSD,3.3,55,57
