obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemS
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-01,6.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-02,6.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-03,6.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-04,7.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-05,7.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-06,6.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-07,5.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-08,4.9
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-09,4.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-10,4.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-11,4.4
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-12,5.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-13,6.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-14,7.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-15,7.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-16,8.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-17,7.4
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-18,7.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-19,6.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-20,6.6
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-21,6.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-22,7.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-23,7.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-24,7.9
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-25,8.2
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-26,8.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-27,8.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-28,8.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-29,7.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-30,7.2
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-01-31,7.7
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-01,8.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-02,8.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-03,7.7
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-04,7.7
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-05,7.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-06,7.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-07,7.9
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-08,7.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-09,7.4
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-10,7.4
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-11,7.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-12,8.2
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-13,8.7
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-14,9.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-15,8.9
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-16,8.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-17,7.6
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-18,6.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-19,6.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-20,7.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-21,8.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-22,9.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-23,8.9
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-24,8.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-25,8.4
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-26,8.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-27,8.6
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-02-28,8.6
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-01,9.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-02,9.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-03,9.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-04,9.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-05,9.5
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-06,10.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-07,10.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-08,10.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-09,10.7
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-10,10.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-11,11.0
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-12,11.1
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-13,11.2
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-14,11.4
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-15,11.7
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-16,12.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-17,11.9
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-18,12.3
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-19,12.8
남해,fwgk5,완도 군외,완도 군외(fwgk5),2021-03-20,12.7
