region,h,config,cv_rmse_mean,rmse_2021,rmse_2022,rmse_2023,rmse_2024,rmse_2025
완도,1,수온만|스냅샷,0.3151505005127283,0.2651251101530255,0.36926913423146907,0.2915421983235329,0.32161613538039946,0.32819992447521457
완도,1,수온만|패턴,0.31527800189004707,0.2627412785596396,0.3631851393543339,0.301808748671281,0.31721948212498896,0.3314353607399921
완도,1,기온|스냅샷,0.309640561103628,0.26502634513560364,0.3589730615489112,0.3006668730199633,0.3047492672745332,0.3187872585391285
완도,1,기온|패턴,0.31115033871076403,0.25868656734129136,0.3620907828391899,0.3170199297044243,0.30169468752988304,0.31625972613903186
완도,1,기온+풍속|스냅샷,0.3097809539639871,0.26651118600511486,0.358224580352887,0.30121068626892544,0.3036992021284123,0.31925911506459587
완도,1,기온+풍속|패턴,0.31109648441884,0.2606287493346846,0.35618182574324087,0.3229741844608855,0.3019846026044969,0.31371305995089205
완도,1,기온+풍속+강수|스냅샷,0.3125131758348282,0.27837907240681004,0.3592256894291453,0.30135797706176504,0.30427433573650925,0.3193288045399111
완도,1,기온+풍속+강수|패턴,0.31912268360387763,0.2916363266965312,0.3571738829264846,0.32600295127293005,0.30319227711406094,0.3176079800093815
완도,2,수온만|스냅샷,0.547255833435674,0.46325982347234756,0.6595126555191063,0.522592014022008,0.5370812310666538,0.553833443098254
완도,2,수온만|패턴,0.547317705390072,0.4589468794753836,0.6502619555047122,0.5486494721618913,0.5289187487700997,0.549811471038273
완도,2,기온|스냅샷,0.545131509466829,0.46455641506250883,0.648629339264886,0.5385009325287039,0.5193580777120012,0.5546127827660446
완도,2,기온|패턴,0.5539722797515036,0.45762263708092527,0.6682211349632995,0.58223572201604,0.5195887948954175,0.542193109801836
완도,2,기온+풍속|스냅샷,0.5462226891568285,0.4675233342646199,0.6468799024636454,0.5407385538515017,0.5208272062201325,0.5551444489842426
완도,2,기온+풍속|패턴,0.5592725030972193,0.46096370012862614,0.6627939788575843,0.5944394160445621,0.5369380128955706,0.5412274075597534
완도,2,기온+풍속+강수|스냅샷,0.5480254502065511,0.47163979258496563,0.6471684163796502,0.5421278300669208,0.5215002775133497,0.5576909344878692
완도,2,기온+풍속+강수|패턴,0.5737809244187233,0.5002592866598947,0.6634233163390846,0.6017988149040416,0.5470889430380697,0.5563342611525264
완도,3,수온만|스냅샷,0.7097249189513671,0.5911568117234145,0.8323442067611279,0.678716718268961,0.6918485789660989,0.7545582790372335
완도,3,수온만|패턴,0.7105343984003626,0.589243712578923,0.8233417889888035,0.7105667222888157,0.6797326823847999,0.7497870857604707
완도,3,기온|스냅샷,0.7102457321087372,0.5921927427234371,0.8279264291602618,0.6946723400709786,0.6822392530101975,0.7541978955788111
완도,3,기온|패턴,0.7329349725178815,0.5969425661619872,0.8799250140132048,0.7589347037521817,0.6891288545457208,0.7397437241163136
완도,3,기온+풍속|스냅샷,0.7142577486781876,0.5983745698535184,0.8262929968062359,0.7010120116820102,0.6902986985055192,0.7553104665436541
완도,3,기온+풍속|패턴,0.7482001080680595,0.6011650207338591,0.8775416872197361,0.7876226521549299,0.7283535054204615,0.746317674811311
완도,3,기온+풍속+강수|스냅샷,0.7156758815125582,0.5994035529380621,0.8269506592087391,0.7051172672942629,0.6894790090380577,0.7574289190836693
완도,3,기온+풍속+강수|패턴,0.771891654110179,0.6539770131204703,0.8796119050660389,0.7991950431944784,0.7598499537235823,0.7668243554463251
완도,4,수온만|스냅샷,0.8504423284315381,0.6982805557921182,0.9956506610805922,0.787620017756014,0.8446359304253204,0.9260244771036458
완도,4,수온만|패턴,0.8499140406724495,0.6962431515571867,0.9890310443691668,0.8189684398884571,0.8316759966956919,0.9136515708517448
완도,4,기온|스냅샷,0.8551558921114513,0.700518691426785,0.9949579131649973,0.8001307847271786,0.8475592216826103,0.9326128495556849
완도,4,기온|패턴,0.8920888276930372,0.7164964544128656,1.0807853084858985,0.8768428966173525,0.8769150371632272,0.9094044417858425
완도,4,기온+풍속|스냅샷,0.8633564512623446,0.71189123342429,0.9943323618774897,0.8200830690668895,0.8583118926393298,0.9321636993037237
완도,4,기온+풍속|패턴,0.922223782993503,0.7168379146590517,1.0817484325270093,0.9362399222827203,0.9497635052899566,0.9265291402087776
완도,4,기온+풍속+강수|스냅샷,0.8638410078240728,0.7104735993411305,0.9952336846599937,0.8247761776733762,0.8562844904335872,0.9324370870122766
완도,4,기온+풍속+강수|패턴,0.9500887482486879,0.7678468338328168,1.083597503910418,0.9558112023437296,0.9927800195175068,0.9504081816389682
완도,5,수온만|스냅샷,0.9710425237436157,0.7989198087616302,1.1446698309320067,0.8407353693880549,0.9901995035105366,1.08068810612585
완도,5,수온만|패턴,0.968220816692196,0.7982693027886179,1.1378702915212484,0.8677176455572219,0.9738527645441057,1.063394079049786
완도,5,기온|스냅샷,0.9776121960138056,0.802951286950578,1.1481796954681056,0.8541371204421727,0.9970854282130048,1.0857074489951661
완도,5,기온|패턴,1.029073950247804,0.8287290676713064,1.2629688741217435,0.9391850692583431,1.0547001392684192,1.0597866009192072
완도,5,기온+풍속|스냅샷,0.9893783267328796,0.8131642523424141,1.1491839119587197,0.8924444360514985,1.004338347169078,1.0877606861426883
완도,5,기온+풍속|패턴,1.0718564873814975,0.8229467474992178,1.2590325297109086,1.0258928681019883,1.1591692445645403,1.092241047030832
완도,5,기온+풍속+강수|스냅샷,0.991190374913456,0.8146830209375572,1.1524572291486925,0.8982956608706002,1.0029665704377668,1.0875493931726632
완도,5,기온+풍속+강수|패턴,1.1068831725620634,0.8805980499076319,1.2587803091149812,1.059845230247988,1.212720594586064,1.1224716789536515
완도,6,수온만|스냅샷,1.0668640879170086,0.8953009546455303,1.270903057982633,0.858612964126945,1.1208868435121617,1.188616619317773
완도,6,수온만|패턴,1.0633306361261545,0.8990056403828405,1.2666593647611115,0.8771600892347826,1.1030727604857447,1.1707553257662935
완도,6,기온|스냅샷,1.0759784836715411,0.9038734282376991,1.2759816513404258,0.8697926835320807,1.135382427781227,1.1948622274662735
완도,6,기온|패턴,1.1385209385857076,0.939914235535949,1.4207068516285029,0.9461795311895015,1.2154875933427096,1.1703164812318743
완도,6,기온+풍속|스냅샷,1.0910386225910187,0.9098907566006913,1.280454318647202,0.9201230927608773,1.1443964714702013,1.2003284734761217
완도,6,기온+풍속|패턴,1.1973741238348201,0.926499759910237,1.4167448659678072,1.051838356896982,1.372913190654855,1.2188744457442193
완도,6,기온+풍속+강수|스냅샷,1.0946822644222025,0.9159951626239358,1.2849372961329149,0.9275499931125611,1.1448009748569374,1.2001278953846626
완도,6,기온+풍속+강수|패턴,1.2346117215049586,0.9846474408911505,1.4042774556093593,1.104037913415365,1.4212081617619317,1.2588876358469874
완도,7,수온만|스냅샷,1.1337181272460295,0.9692613116494178,1.3514192911934826,0.8868663273144853,1.2082356994680556,1.2528080066047063
완도,7,수온만|패턴,1.1287364349353133,0.9738037187822263,1.3497742989797585,0.8938870063715316,1.1925619651278405,1.2336551854152098
완도,7,기온|스냅샷,1.1456284167154922,0.9856431694811209,1.357970503520898,0.892523569044072,1.2273529579324494,1.2646518835989202
완도,7,기온|패턴,1.2089269930988784,1.0302093250466133,1.5132985582399354,0.9361411146645061,1.3247394879797416,1.2402464795635961
완도,7,기온+풍속|스냅샷,1.1632294573792863,0.9893593823502113,1.3679943760289637,0.9359294751942627,1.2469199127424655,1.2759441405805285
완도,7,기온+풍속|패턴,1.2803196771033645,1.0081099610943496,1.5117443025161126,1.0411833695638573,1.5393380875124514,1.3012226648300511
완도,7,기온+풍속+강수|스냅샷,1.1692574187930072,1.0006037760120912,1.3719749557701255,0.9464633347156657,1.251028675079443,1.2762163523877108
완도,7,기온+풍속+강수|패턴,1.3137307424654368,1.0692684275729571,1.4837577289040595,1.1088237929416904,1.5653850164274035,1.3414187464810736
여수,1,수온만|스냅샷,0.325100600253695,0.24561950127663215,0.3841463884999017,0.3000730580347894,0.31148218393681065,0.3841818695203414
여수,1,수온만|패턴,0.3265317784544333,0.24575529929563394,0.38688549385797066,0.300749419924418,0.3128539343191205,0.3864147448750232
여수,1,기온|스냅샷,0.3171822231531773,0.248174672855942,0.3706516151395579,0.2897461514963537,0.29617969959064283,0.3811589766833903
여수,1,기온|패턴,0.31771631760806623,0.24186620506004675,0.3816257926825313,0.28488904363929707,0.2970459587461329,0.38315458791232315
여수,1,기온+풍속|스냅샷,0.31678863285872166,0.24697458765009328,0.36963473962396587,0.28842505087239634,0.29523868975548384,0.3836700963916691
여수,1,기온+풍속|패턴,0.3208662604730364,0.2436479494540099,0.3803585451169743,0.292274311131539,0.3020120138318113,0.3860384828308475
여수,1,기온+풍속+강수|스냅샷,0.3168915933127929,0.24839208430518486,0.3693743976195129,0.2870479019743726,0.297071189461672,0.3825723932032222
여수,1,기온+풍속+강수|패턴,0.32213881847623893,0.24771718991526623,0.3795176708015389,0.2946584214790544,0.30188731948137176,0.3869134907039635
여수,2,수온만|스냅샷,0.5628725602753226,0.466583559200802,0.6226999525445757,0.48523966025233223,0.5817660533139586,0.6580735760649445
여수,2,수온만|패턴,0.565848775048768,0.46739556226264556,0.6324519234282343,0.4873483442371639,0.5823232781073625,0.6597247672084336
여수,2,기온|스냅샷,0.5486218346278074,0.47418123894440356,0.6020755683235232,0.466745328170025,0.5577852623758036,0.6423217753252821
여수,2,기온|패턴,0.5515817610650682,0.4603137541625561,0.6382773570884466,0.45811026812011396,0.5570000321496082,0.6442073938046162
여수,2,기온+풍속|스냅샷,0.5458514930262603,0.4700457995109223,0.6007533449174406,0.4636335625556053,0.5517486331076135,0.6430761250397206
여수,2,기온+풍속|패턴,0.5578765052964236,0.4593342062287821,0.6353923567216677,0.47390664796693205,0.5700421626089127,0.6507071529558238
여수,2,기온+풍속+강수|스냅샷,0.5462909478992041,0.4701939465695572,0.6008221606884956,0.4635193286786565,0.553908154168942,0.6430111493903692
여수,2,기온+풍속+강수|패턴,0.5658693857760599,0.47482473378759027,0.641073623262166,0.48626921366063575,0.5682293626629922,0.658949995506916
여수,3,수온만|스냅샷,0.7422420634672433,0.6545558468640187,0.774664862406156,0.5844949960187106,0.8219473427051778,0.8755472693421534
여수,3,수온만|패턴,0.7441172174192644,0.6565291801308237,0.7766965649348465,0.5868008126515017,0.8226862949124298,0.8778732344667199
여수,3,기온|스냅샷,0.7226265925096202,0.6581455706808946,0.7565789086635339,0.5652637673660893,0.7831273999398712,0.8500173158977123
여수,3,기온|패턴,0.7341358224031465,0.6369272267634032,0.8116160029620526,0.5638940297280295,0.7982557132223222,0.8599861393399241
여수,3,기온+풍속|스냅샷,0.720454671555374,0.6555836172401547,0.757098034835692,0.5626715177862927,0.7774613125206502,0.8494588753940805
여수,3,기온+풍속|패턴,0.7478245132616753,0.6355785661888301,0.8097298481114334,0.5853201327893591,0.8410604328882066,0.8674335863305473
여수,3,기온+풍속+강수|스냅샷,0.7209465208309691,0.6560516310094551,0.7570881660122272,0.5636820863639963,0.7783486121307036,0.8495621086384633
여수,3,기온+풍속+강수|패턴,0.7658366992061661,0.6830151673149535,0.8310829539354625,0.6004621317918392,0.836820941887504,0.8778023011010717
여수,4,수온만|스냅샷,0.883387242685924,0.8184010053793644,0.9029976542149902,0.6450406273732614,1.028748267341124,1.021748659120879
여수,4,수온만|패턴,0.884395010485733,0.8220337931023025,0.9027087027350303,0.645187491964757,1.0295722671884828,1.022472797438092
여수,4,기온|스냅샷,0.8659061438389012,0.8217626950062923,0.8898318751453757,0.6313252354193479,0.9839854406472696,1.0026254729762207
여수,4,기온|패턴,0.8926908449960248,0.8006005046449446,0.9611136637333695,0.6457449600638814,1.025176062136754,1.0308190344011747
여수,4,기온+풍속|스냅샷,0.8638794089426778,0.8235078833989458,0.8855757757227487,0.6350186127171186,0.9761157869830421,0.9991789858915332
여수,4,기온+풍속|패턴,0.9135492030237439,0.802942497489147,0.9461027339462539,0.6793884204246649,1.1064293639782754,1.0328829992803785
여수,4,기온+풍속+강수|스냅샷,0.864870999464272,0.8259724072157804,0.8856490762140466,0.6371825113646816,0.9763134499486971,0.9992375525781547
여수,4,기온+풍속+강수|패턴,0.9426020014350428,0.8968825102913377,0.9943917557501359,0.6937182012993557,1.0923979276018292,1.0356196122325558
여수,5,수온만|스냅샷,0.989859038465073,0.941242790708003,1.02933789005838,0.6707829068831801,1.1950465129801486,1.112885091695653
여수,5,수온만|패턴,0.9909695943239495,0.9453303599028954,1.0299626954896952,0.671174669874999,1.196101551500374,1.1122786948517835
여수,5,기온|스냅샷,0.974280956033765,0.9477603139299116,1.0220687430486455,0.6499077978237693,1.1491147253582235,1.1025532000082752
여수,5,기온|패턴,1.0161401757758344,0.9297104631757255,1.1051039573387262,0.671833641474671,1.2110495420811243,1.1630032748089256
여수,5,기온+풍속|스냅샷,0.9717807718971644,0.9496121685550287,1.0128610439014043,0.6585972131303399,1.1388449115626236,1.0989885223364249
