date,station,code,temperature,n_hours
2018-04-12,부산 다대포(bbdi5),bbdi5,12.45,24
2018-04-13,부산 다대포(bbdi5),bbdi5,11.87,24
2018-04-14,부산 다대포(bbdi5),bbdi5,11.78,24
2018-04-15,부산 다대포(bbdi5),bbdi5,12.0,24
2018-04-16,부산 다대포(bbdi5),bbdi5,11.8,24
2018-04-17,부산 다대포(bbdi5),bbdi5,12.02,23
2018-04-18,부산 다대포(bbdi5),bbdi5,12.52,24
2018-04-19,부산 다대포(bbdi5),bbdi5,12.82,24
2018-04-20,부산 다대포(bbdi5),bbdi5,13.58,23
2018-04-21,부산 다대포(bbdi5),bbdi5,13.63,24
2018-04-22,부산 다대포(bbdi5),bbdi5,13.85,24
2018-04-23,부산 다대포(bbdi5),bbdi5,12.9,23
2018-04-24,부산 다대포(bbdi5),bbdi5,12.97,22
2018-04-25,부산 다대포(bbdi5),bbdi5,13.23,23
2018-04-26,부산 다대포(bbdi5),bbdi5,14.43,21
2018-04-27,부산 다대포(bbdi5),bbdi5,14.02,24
2018-04-28,부산 다대포(bbdi5),bbdi5,13.78,24
2018-04-29,부산 다대포(bbdi5),bbdi5,14.31,24
2018-04-30,부산 다대포(bbdi5),bbdi5,14.83,24
2018-05-01,부산 다대포(bbdi5),bbdi5,14.36,24
2018-05-02,부산 다대포(bbdi5),bbdi5,14.16,24
2018-05-03,부산 다대포(bbdi5),bbdi5,13.85,24
2018-05-04,부산 다대포(bbdi5),bbdi5,13.38,24
2018-05-05,부산 다대포(bbdi5),bbdi5,13.71,24
2018-05-06,부산 다대포(bbdi5),bbdi5,14.31,24
2018-05-07,부산 다대포(bbdi5),bbdi5,13.86,24
2018-05-08,부산 다대포(bbdi5),bbdi5,14.63,24
2018-05-09,부산 다대포(bbdi5),bbdi5,14.77,24
2018-05-10,부산 다대포(bbdi5),bbdi5,16.23,17
2018-05-11,부산 다대포(bbdi5),bbdi5,16.6,24
2018-05-12,부산 다대포(bbdi5),bbdi5,16.73,24
2018-05-13,부산 다대포(bbdi5),bbdi5,16.58,24
2018-05-14,부산 다대포(bbdi5),bbdi5,16.85,24
2018-05-15,부산 다대포(bbdi5),bbdi5,16.69,12
2018-05-18,부산 다대포(bbdi5),bbdi5,15.29,14
2018-05-19,부산 다대포(bbdi5),bbdi5,15.31,24
2018-05-20,부산 다대포(bbdi5),bbdi5,15.32,23
2018-05-21,부산 다대포(bbdi5),bbdi5,15.6,24
2018-05-22,부산 다대포(bbdi5),bbdi5,16.42,24
2018-05-23,부산 다대포(bbdi5),bbdi5,17.15,24
2018-05-24,부산 다대포(bbdi5),bbdi5,18.0,24
2018-05-25,부산 다대포(bbdi5),bbdi5,18.82,24
2018-05-26,부산 다대포(bbdi5),bbdi5,18.76,24
2018-05-27,부산 다대포(bbdi5),bbdi5,18.62,24
2018-05-28,부산 다대포(bbdi5),bbdi5,19.02,23
2018-05-29,부산 다대포(bbdi5),bbdi5,18.41,24
2018-05-30,부산 다대포(bbdi5),bbdi5,18.86,24
2018-05-31,부산 다대포(bbdi5),bbdi5,18.33,24
2018-06-01,부산 다대포(bbdi5),bbdi5,18.46,24
2018-06-02,부산 다대포(bbdi5),bbdi5,18.7,24
2018-06-03,부산 다대포(bbdi5),bbdi5,18.94,24
2018-06-04,부산 다대포(bbdi5),bbdi5,19.23,24
2018-06-05,부산 다대포(bbdi5),bbdi5,19.61,24
2018-06-06,부산 다대포(bbdi5),bbdi5,19.63,24
2018-06-07,부산 다대포(bbdi5),bbdi5,19.97,24
2018-06-08,부산 다대포(bbdi5),bbdi5,20.79,24
2018-06-09,부산 다대포(bbdi5),bbdi5,19.47,24
2018-06-10,부산 다대포(bbdi5),bbdi5,19.16,24
2018-06-11,부산 다대포(bbdi5),bbdi5,19.3,24
2018-06-12,부산 다대포(bbdi5),bbdi5,19.38,24
2018-06-13,부산 다대포(bbdi5),bbdi5,19.28,24
2018-06-14,부산 다대포(bbdi5),bbdi5,19.32,24
2018-06-15,부산 다대포(bbdi5),bbdi5,19.4,24
2018-06-16,부산 다대포(bbdi5),bbdi5,19.57,24
2018-06-17,부산 다대포(bbdi5),bbdi5,19.89,24
2018-06-18,부산 다대포(bbdi5),bbdi5,20.26,24
2018-06-19,부산 다대포(bbdi5),bbdi5,20.74,24
2018-06-20,부산 다대포(bbdi5),bbdi5,20.9,24
2018-06-21,부산 다대포(bbdi5),bbdi5,20.95,24
2018-06-22,부산 다대포(bbdi5),bbdi5,21.4,24
2018-06-23,부산 다대포(bbdi5),bbdi5,21.21,24
2018-06-24,부산 다대포(bbdi5),bbdi5,21.24,24
2018-06-25,부산 다대포(bbdi5),bbdi5,21.32,24
2018-06-26,부산 다대포(bbdi5),bbdi5,20.88,24
2018-06-27,부산 다대포(bbdi5),bbdi5,20.32,24
2018-06-28,부산 다대포(bbdi5),bbdi5,20.47,24
2018-06-29,부산 다대포(bbdi5),bbdi5,20.78,24
2018-06-30,부산 다대포(bbdi5),bbdi5,20.6,24
2018-07-01,부산 다대포(bbdi5),bbdi5,21.18,24
2018-07-02,부산 다대포(bbdi5),bbdi5,22.46,24
2018-07-03,부산 다대포(bbdi5),bbdi5,21.08,24
2018-07-04,부산 다대포(bbdi5),bbdi5,22.98,24
2018-07-05,부산 다대포(bbdi5),bbdi5,22.14,24
2018-07-06,부산 다대포(bbdi5),bbdi5,21.68,24
2018-07-07,부산 다대포(bbdi5),bbdi5,21.3,24
2018-07-08,부산 다대포(bbdi5),bbdi5,21.21,24
2018-07-09,부산 다대포(bbdi5),bbdi5,21.35,24
2018-07-10,부산 다대포(bbdi5),bbdi5,21.88,24
2018-07-11,부산 다대포(bbdi5),bbdi5,22.4,24
2018-07-12,부산 다대포(bbdi5),bbdi5,22.9,23
2018-07-13,부산 다대포(bbdi5),bbdi5,22.97,23
2018-07-14,부산 다대포(bbdi5),bbdi5,22.34,21
2018-07-15,부산 다대포(bbdi5),bbdi5,22.57,24
2018-07-16,부산 다대포(bbdi5),bbdi5,22.24,24
2018-07-17,부산 다대포(bbdi5),bbdi5,22.29,24
2018-07-18,부산 다대포(bbdi5),bbdi5,22.98,24
2018-07-19,부산 다대포(bbdi5),bbdi5,23.88,24
2018-07-20,부산 다대포(bbdi5),bbdi5,24.39,24
2018-07-21,부산 다대포(bbdi5),bbdi5,24.21,24
2018-07-22,부산 다대포(bbdi5),bbdi5,24.74,24
2018-07-23,부산 다대포(bbdi5),bbdi5,24.79,24
2018-07-24,부산 다대포(bbdi5),bbdi5,25.32,24
2018-07-25,부산 다대포(bbdi5),bbdi5,25.31,24
2018-07-26,부산 다대포(bbdi5),bbdi5,25.56,23
2018-07-27,부산 다대포(bbdi5),bbdi5,26.24,24
2018-07-28,부산 다대포(bbdi5),bbdi5,26.96,23
2018-07-29,부산 다대포(bbdi5),bbdi5,26.14,24
2018-07-30,부산 다대포(bbdi5),bbdi5,26.01,24
2018-07-31,부산 다대포(bbdi5),bbdi5,27.0,23
2018-08-01,부산 다대포(bbdi5),bbdi5,27.3,20
2018-08-02,부산 다대포(bbdi5),bbdi5,27.45,24
2018-08-03,부산 다대포(bbdi5),bbdi5,27.84,24
2018-08-04,부산 다대포(bbdi5),bbdi5,28.21,23
2018-08-05,부산 다대포(bbdi5),bbdi5,28.3,23
2018-08-06,부산 다대포(bbdi5),bbdi5,28.16,23
2018-08-07,부산 다대포(bbdi5),bbdi5,27.82,23
2018-08-08,부산 다대포(bbdi5),bbdi5,27.81,23
2018-08-09,부산 다대포(bbdi5),bbdi5,27.99,24
2018-08-10,부산 다대포(bbdi5),bbdi5,27.72,24
2018-08-11,부산 다대포(bbdi5),bbdi5,27.25,24
2018-08-12,부산 다대포(bbdi5),bbdi5,27.35,24
2018-08-13,부산 다대포(bbdi5),bbdi5,27.48,24
2018-08-14,부산 다대포(bbdi5),bbdi5,26.96,24
2018-08-15,부산 다대포(bbdi5),bbdi5,27.07,23
2018-08-16,부산 다대포(bbdi5),bbdi5,26.85,23
2018-08-17,부산 다대포(bbdi5),bbdi5,26.1,23
2018-08-18,부산 다대포(bbdi5),bbdi5,25.99,23
2018-08-19,부산 다대포(bbdi5),bbdi5,26.19,24
2018-08-20,부산 다대포(bbdi5),bbdi5,26.53,24
2018-08-21,부산 다대포(bbdi5),bbdi5,26.82,20
2018-08-22,부산 다대포(bbdi5),bbdi5,26.85,24
2018-08-23,부산 다대포(bbdi5),bbdi5,26.75,24
2018-08-24,부산 다대포(bbdi5),bbdi5,26.45,24
2018-08-25,부산 다대포(bbdi5),bbdi5,25.87,24
2018-08-26,부산 다대포(bbdi5),bbdi5,25.59,24
2018-08-27,부산 다대포(bbdi5),bbdi5,26.2,24
2018-08-28,부산 다대포(bbdi5),bbdi5,24.93,24
2018-08-29,부산 다대포(bbdi5),bbdi5,25.27,23
2018-08-30,부산 다대포(bbdi5),bbdi5,25.38,24
2018-08-31,부산 다대포(bbdi5),bbdi5,25.0,24
2018-09-01,부산 다대포(bbdi5),bbdi5,24.07,24
2018-09-02,부산 다대포(bbdi5),bbdi5,23.9,24
2018-09-03,부산 다대포(bbdi5),bbdi5,24.48,24
2018-09-04,부산 다대포(bbdi5),bbdi5,24.47,23
2018-09-05,부산 다대포(bbdi5),bbdi5,24.49,24
2018-09-06,부산 다대포(bbdi5),bbdi5,23.96,24
2018-09-07,부산 다대포(bbdi5),bbdi5,23.29,24
2018-09-08,부산 다대포(bbdi5),bbdi5,22.5,24
2018-09-09,부산 다대포(bbdi5),bbdi5,22.31,24
2018-09-10,부산 다대포(bbdi5),bbdi5,22.0,24
2018-09-11,부산 다대포(bbdi5),bbdi5,21.91,24
2018-09-12,부산 다대포(bbdi5),bbdi5,22.03,23
2018-09-13,부산 다대포(bbdi5),bbdi5,21.85,23
2018-09-14,부산 다대포(bbdi5),bbdi5,21.76,24
2018-09-15,부산 다대포(bbdi5),bbdi5,22.04,23
2018-09-16,부산 다대포(bbdi5),bbdi5,22.88,24
2018-09-17,부산 다대포(bbdi5),bbdi5,22.83,24
2018-09-18,부산 다대포(bbdi5),bbdi5,23.22,24
2018-09-19,부산 다대포(bbdi5),bbdi5,23.27,24
2018-09-20,부산 다대포(bbdi5),bbdi5,22.58,24
2018-09-21,부산 다대포(bbdi5),bbdi5,22.33,24
2018-09-22,부산 다대포(bbdi5),bbdi5,22.8,24
2018-09-23,부산 다대포(bbdi5),bbdi5,22.95,24
2018-09-24,부산 다대포(bbdi5),bbdi5,22.33,24
2018-09-25,부산 다대포(bbdi5),bbdi5,22.04,24
2018-09-26,부산 다대포(bbdi5),bbdi5,21.98,24
2018-09-27,부산 다대포(bbdi5),bbdi5,21.7,24
2018-09-28,부산 다대포(bbdi5),bbdi5,21.68,24
2018-09-29,부산 다대포(bbdi5),bbdi5,21.6,24
2018-09-30,부산 다대포(bbdi5),bbdi5,21.8,24
2018-10-01,부산 다대포(bbdi5),bbdi5,21.44,24
2018-10-02,부산 다대포(bbdi5),bbdi5,21.33,24
2018-10-03,부산 다대포(bbdi5),bbdi5,21.54,24
2018-10-04,부산 다대포(bbdi5),bbdi5,21.34,24
2018-10-05,부산 다대포(bbdi5),bbdi5,21.3,24
2018-10-06,부산 다대포(bbdi5),bbdi5,21.2,24
2018-10-07,부산 다대포(bbdi5),bbdi5,20.43,24
2018-10-08,부산 다대포(bbdi5),bbdi5,20.29,23
2018-10-09,부산 다대포(bbdi5),bbdi5,20.24,24
2018-10-10,부산 다대포(bbdi5),bbdi5,20.18,22
2018-10-11,부산 다대포(bbdi5),bbdi5,19.75,24
2018-10-12,부산 다대포(bbdi5),bbdi5,19.25,24
2018-10-13,부산 다대포(bbdi5),bbdi5,19.07,24
2018-10-14,부산 다대포(bbdi5),bbdi5,19.02,24
2018-10-15,부산 다대포(bbdi5),bbdi5,19.12,24
2018-10-16,부산 다대포(bbdi5),bbdi5,18.86,24
2018-10-17,부산 다대포(bbdi5),bbdi5,18.85,24
2018-10-18,부산 다대포(bbdi5),bbdi5,18.93,23
2018-10-19,부산 다대포(bbdi5),bbdi5,19.12,24
2018-10-20,부산 다대포(bbdi5),bbdi5,19.28,24
2018-10-21,부산 다대포(bbdi5),bbdi5,19.29,24
2018-10-22,부산 다대포(bbdi5),bbdi5,19.46,24
2018-10-23,부산 다대포(bbdi5),bbdi5,19.58,24
2018-10-24,부산 다대포(bbdi5),bbdi5,19.5,23
2018-10-25,부산 다대포(bbdi5),bbdi5,19.35,24
2018-10-26,부산 다대포(bbdi5),bbdi5,19.04,24
2018-10-27,부산 다대포(bbdi5),bbdi5,18.45,24
2018-10-28,부산 다대포(bbdi5),bbdi5,17.89,24
2018-10-29,부산 다대포(bbdi5),bbdi5,17.42,24
2018-10-30,부산 다대포(bbdi5),bbdi5,17.16,24
2018-10-31,부산 다대포(bbdi5),bbdi5,16.63,24
2018-11-01,부산 다대포(bbdi5),bbdi5,16.42,23
2018-11-02,부산 다대포(bbdi5),bbdi5,16.57,24
2018-11-03,부산 다대포(bbdi5),bbdi5,16.57,24
2018-11-04,부산 다대포(bbdi5),bbdi5,16.4,24
2018-11-05,부산 다대포(bbdi5),bbdi5,16.58,23
2018-11-06,부산 다대포(bbdi5),bbdi5,16.65,24
2018-11-07,부산 다대포(bbdi5),bbdi5,17.4,24
2018-11-08,부산 다대포(bbdi5),bbdi5,18.45,24
2018-11-09,부산 다대포(bbdi5),bbdi5,17.52,24
2018-11-10,부산 다대포(bbdi5),bbdi5,16.87,24
2018-11-11,부산 다대포(bbdi5),bbdi5,16.51,24
2018-11-12,부산 다대포(bbdi5),bbdi5,16.35,24
2018-11-13,부산 다대포(bbdi5),bbdi5,16.36,24
2018-11-14,부산 다대포(bbdi5),bbdi5,16.3,24
2018-11-15,부산 다대포(bbdi5),bbdi5,16.38,24
2018-11-16,부산 다대포(bbdi5),bbdi5,16.16,24
2018-11-17,부산 다대포(bbdi5),bbdi5,16.49,24
2018-11-18,부산 다대포(bbdi5),bbdi5,16.51,24
2018-11-19,부산 다대포(bbdi5),bbdi5,16.12,24
2018-11-20,부산 다대포(bbdi5),bbdi5,15.93,24
2018-11-21,부산 다대포(bbdi5),bbdi5,15.81,24
2018-11-22,부산 다대포(bbdi5),bbdi5,15.49,24
2018-11-23,부산 다대포(bbdi5),bbdi5,15.79,24
2018-11-24,부산 다대포(bbdi5),bbdi5,15.8,23
2018-11-25,부산 다대포(bbdi5),bbdi5,15.42,24
2018-11-26,부산 다대포(bbdi5),bbdi5,15.03,24
2018-11-27,부산 다대포(bbdi5),bbdi5,15.05,24
2018-11-28,부산 다대포(bbdi5),bbdi5,14.99,24
2018-11-29,부산 다대포(bbdi5),bbdi5,14.95,24
2018-11-30,부산 다대포(bbdi5),bbdi5,14.97,24
2018-12-01,부산 다대포(bbdi5),bbdi5,14.82,23
2018-12-02,부산 다대포(bbdi5),bbdi5,15.61,23
2018-12-03,부산 다대포(bbdi5),bbdi5,16.37,24
2018-12-04,부산 다대포(bbdi5),bbdi5,15.78,24
2018-12-05,부산 다대포(bbdi5),bbdi5,15.2,24
2018-12-06,부산 다대포(bbdi5),bbdi5,14.93,24
2018-12-07,부산 다대포(bbdi5),bbdi5,14.71,24
2018-12-08,부산 다대포(bbdi5),bbdi5,13.88,24
2018-12-09,부산 다대포(bbdi5),bbdi5,13.7,24
2018-12-10,부산 다대포(bbdi5),bbdi5,13.65,24
2018-12-11,부산 다대포(bbdi5),bbdi5,13.41,24
2018-12-12,부산 다대포(bbdi5),bbdi5,12.93,23
2018-12-13,부산 다대포(bbdi5),bbdi5,12.56,23
2018-12-14,부산 다대포(bbdi5),bbdi5,12.35,24
2018-12-15,부산 다대포(bbdi5),bbdi5,12.54,24
2018-12-16,부산 다대포(bbdi5),bbdi5,12.23,24
2018-12-17,부산 다대포(bbdi5),bbdi5,11.45,24
2018-12-18,부산 다대포(bbdi5),bbdi5,11.32,24
2018-12-19,부산 다대포(bbdi5),bbdi5,11.5,24
2018-12-20,부산 다대포(bbdi5),bbdi5,12.67,23
2018-12-21,부산 다대포(bbdi5),bbdi5,13.05,24
2018-12-22,부산 다대포(bbdi5),bbdi5,13.48,24
2018-12-23,부산 다대포(bbdi5),bbdi5,13.84,24
2018-12-24,부산 다대포(bbdi5),bbdi5,13.5,23
2018-12-25,부산 다대포(bbdi5),bbdi5,13.71,22
2018-12-26,부산 다대포(bbdi5),bbdi5,13.59,24
2018-12-27,부산 다대포(bbdi5),bbdi5,13.52,24
2018-12-28,부산 다대포(bbdi5),bbdi5,12.45,24
2018-12-29,부산 다대포(bbdi5),bbdi5,12.3,24
2018-12-30,부산 다대포(bbdi5),bbdi5,11.6,24
2018-12-31,부산 다대포(bbdi5),bbdi5,11.92,23
2019-01-01,부산 다대포(bbdi5),bbdi5,11.56,24
2019-01-02,부산 다대포(bbdi5),bbdi5,11.35,24
2019-01-03,부산 다대포(bbdi5),bbdi5,11.46,22
2019-01-04,부산 다대포(bbdi5),bbdi5,13.02,24
2019-01-05,부산 다대포(bbdi5),bbdi5,12.47,24
2019-01-06,부산 다대포(bbdi5),bbdi5,12.44,24
2019-01-07,부산 다대포(bbdi5),bbdi5,12.18,24
2019-01-08,부산 다대포(bbdi5),bbdi5,12.11,24
2019-01-09,부산 다대포(bbdi5),bbdi5,11.75,24
2019-01-10,부산 다대포(bbdi5),bbdi5,11.69,24
2019-01-11,부산 다대포(bbdi5),bbdi5,11.81,24
2019-01-12,부산 다대포(bbdi5),bbdi5,12.4,24
2019-01-13,부산 다대포(bbdi5),bbdi5,11.94,24
2019-01-14,부산 다대포(bbdi5),bbdi5,12.0,24
2019-01-15,부산 다대포(bbdi5),bbdi5,11.64,24
2019-01-16,부산 다대포(bbdi5),bbdi5,11.09,22
2019-01-17,부산 다대포(bbdi5),bbdi5,11.25,24
2019-01-18,부산 다대포(bbdi5),bbdi5,11.31,24
2019-01-19,부산 다대포(bbdi5),bbdi5,11.22,24
2019-01-20,부산 다대포(bbdi5),bbdi5,11.4,23
2019-01-21,부산 다대포(bbdi5),bbdi5,11.63,24
2019-01-22,부산 다대포(bbdi5),bbdi5,11.86,24
2019-01-23,부산 다대포(bbdi5),bbdi5,12.04,24
2019-01-24,부산 다대포(bbdi5),bbdi5,12.29,24
2019-01-25,부산 다대포(bbdi5),bbdi5,12.18,24
2019-01-26,부산 다대포(bbdi5),bbdi5,11.46,24
2019-01-27,부산 다대포(bbdi5),bbdi5,11.32,24
2019-01-28,부산 다대포(bbdi5),bbdi5,10.25,24
2019-01-29,부산 다대포(bbdi5),bbdi5,10.54,24
2019-01-30,부산 다대포(bbdi5),bbdi5,10.82,24
2019-01-31,부산 다대포(bbdi5),bbdi5,11.42,24
2019-02-01,부산 다대포(bbdi5),bbdi5,11.3,24
2019-02-02,부산 다대포(bbdi5),bbdi5,11.16,23
2019-02-03,부산 다대포(bbdi5),bbdi5,12.08,24
2019-02-04,부산 다대포(bbdi5),bbdi5,12.36,23
2019-02-05,부산 다대포(bbdi5),bbdi5,12.52,23
2019-02-06,부산 다대포(bbdi5),bbdi5,12.58,24
2019-02-07,부산 다대포(bbdi5),bbdi5,12.56,24
2019-02-08,부산 다대포(bbdi5),bbdi5,12.31,24
2019-02-09,부산 다대포(bbdi5),bbdi5,12.16,24
2019-02-10,부산 다대포(bbdi5),bbdi5,11.72,24
2019-02-11,부산 다대포(bbdi5),bbdi5,11.7,24
2019-02-12,부산 다대포(bbdi5),bbdi5,11.37,24
2019-02-13,부산 다대포(bbdi5),bbdi5,11.84,24
2019-02-14,부산 다대포(bbdi5),bbdi5,11.43,23
2019-02-15,부산 다대포(bbdi5),bbdi5,10.9,24
2019-02-16,부산 다대포(bbdi5),bbdi5,11.3,24
2019-02-17,부산 다대포(bbdi5),bbdi5,11.03,24
2019-02-18,부산 다대포(bbdi5),bbdi5,11.21,24
2019-02-19,부산 다대포(bbdi5),bbdi5,11.62,24
2019-02-20,부산 다대포(bbdi5),bbdi5,11.85,24
2019-02-21,부산 다대포(bbdi5),bbdi5,12.14,24
2019-02-22,부산 다대포(bbdi5),bbdi5,12.59,24
2019-02-23,부산 다대포(bbdi5),bbdi5,12.87,24
2019-02-24,부산 다대포(bbdi5),bbdi5,12.85,24
2019-02-25,부산 다대포(bbdi5),bbdi5,12.96,24
2019-02-26,부산 다대포(bbdi5),bbdi5,13.3,24
2019-02-27,부산 다대포(bbdi5),bbdi5,13.12,24
2019-02-28,부산 다대포(bbdi5),bbdi5,12.99,24
2019-03-01,부산 다대포(bbdi5),bbdi5,12.98,24
2019-03-02,부산 다대포(bbdi5),bbdi5,13.06,24
2019-03-03,부산 다대포(bbdi5),bbdi5,13.22,24
2019-03-04,부산 다대포(bbdi5),bbdi5,13.48,24
2019-03-05,부산 다대포(bbdi5),bbdi5,13.69,24
2019-03-06,부산 다대포(bbdi5),bbdi5,13.62,24
2019-03-07,부산 다대포(bbdi5),bbdi5,13.55,24
2019-03-08,부산 다대포(bbdi5),bbdi5,13.45,24
2019-03-09,부산 다대포(bbdi5),bbdi5,13.24,24
2019-03-10,부산 다대포(bbdi5),bbdi5,13.17,24
2019-03-11,부산 다대포(bbdi5),bbdi5,13.07,24
2019-03-12,부산 다대포(bbdi5),bbdi5,13.07,24
2019-03-13,부산 다대포(bbdi5),bbdi5,12.95,24
2019-03-14,부산 다대포(bbdi5),bbdi5,12.92,24
2019-03-15,부산 다대포(bbdi5),bbdi5,12.57,23
2019-03-16,부산 다대포(bbdi5),bbdi5,12.42,24
2019-03-17,부산 다대포(bbdi5),bbdi5,12.8,24
2019-03-18,부산 다대포(bbdi5),bbdi5,13.06,24
2019-03-19,부산 다대포(bbdi5),bbdi5,13.3,24
2019-03-20,부산 다대포(bbdi5),bbdi5,13.39,24
2019-03-21,부산 다대포(bbdi5),bbdi5,13.64,24
2019-03-22,부산 다대포(bbdi5),bbdi5,13.34,24
2019-03-23,부산 다대포(bbdi5),bbdi5,13.0,24
2019-03-24,부산 다대포(bbdi5),bbdi5,12.82,24
2019-03-25,부산 다대포(bbdi5),bbdi5,12.68,24
2019-03-26,부산 다대포(bbdi5),bbdi5,12.79,24
2019-03-27,부산 다대포(bbdi5),bbdi5,13.11,24
2019-03-28,부산 다대포(bbdi5),bbdi5,13.26,23
2019-03-29,부산 다대포(bbdi5),bbdi5,13.76,23
2019-03-30,부산 다대포(bbdi5),bbdi5,13.78,24
2019-03-31,부산 다대포(bbdi5),bbdi5,12.95,24
2019-04-01,부산 다대포(bbdi5),bbdi5,12.45,24
2019-04-02,부산 다대포(bbdi5),bbdi5,12.63,24
2019-04-03,부산 다대포(bbdi5),bbdi5,12.64,23
2019-04-04,부산 다대포(bbdi5),bbdi5,12.61,23
2019-04-05,부산 다대포(bbdi5),bbdi5,12.75,24
2019-04-06,부산 다대포(bbdi5),bbdi5,13.1,24
2019-04-07,부산 다대포(bbdi5),bbdi5,13.13,24
2019-04-08,부산 다대포(bbdi5),bbdi5,13.24,24
2019-04-09,부산 다대포(bbdi5),bbdi5,12.96,24
2019-04-10,부산 다대포(bbdi5),bbdi5,13.01,23
2019-04-11,부산 다대포(bbdi5),bbdi5,12.91,24
2019-04-12,부산 다대포(bbdi5),bbdi5,13.51,24
2019-04-13,부산 다대포(bbdi5),bbdi5,13.78,23
2019-04-14,부산 다대포(bbdi5),bbdi5,13.59,24
2019-04-15,부산 다대포(bbdi5),bbdi5,13.33,24
2019-04-16,부산 다대포(bbdi5),bbdi5,13.81,24
2019-04-17,부산 다대포(bbdi5),bbdi5,14.06,24
2019-04-18,부산 다대포(bbdi5),bbdi5,14.03,23
2019-04-19,부산 다대포(bbdi5),bbdi5,13.7,24
2019-04-20,부산 다대포(bbdi5),bbdi5,13.75,23
2019-04-21,부산 다대포(bbdi5),bbdi5,13.95,24
2019-04-22,부산 다대포(bbdi5),bbdi5,13.98,24
2019-04-23,부산 다대포(bbdi5),bbdi5,14.33,24
2019-04-24,부산 다대포(bbdi5),bbdi5,14.7,24
2019-04-25,부산 다대포(bbdi5),bbdi5,14.79,24
2019-04-26,부산 다대포(bbdi5),bbdi5,14.4,24
2019-04-27,부산 다대포(bbdi5),bbdi5,14.31,24
2019-04-28,부산 다대포(bbdi5),bbdi5,14.39,24
2019-04-29,부산 다대포(bbdi5),bbdi5,14.39,24
2019-04-30,부산 다대포(bbdi5),bbdi5,14.7,24
2019-05-01,부산 다대포(bbdi5),bbdi5,15.57,23
2019-05-02,부산 다대포(bbdi5),bbdi5,15.73,23
2019-05-03,부산 다대포(bbdi5),bbdi5,15.73,23
2019-05-04,부산 다대포(bbdi5),bbdi5,15.86,24
2019-05-05,부산 다대포(bbdi5),bbdi5,16.1,24
2019-05-06,부산 다대포(bbdi5),bbdi5,15.52,24
2019-05-07,부산 다대포(bbdi5),bbdi5,15.71,24
2019-05-08,부산 다대포(bbdi5),bbdi5,15.68,24
2019-05-09,부산 다대포(bbdi5),bbdi5,15.97,23
2019-05-10,부산 다대포(bbdi5),bbdi5,16.4,24
2019-05-11,부산 다대포(bbdi5),bbdi5,17.1,24
2019-05-12,부산 다대포(bbdi5),bbdi5,16.65,24
2019-05-13,부산 다대포(bbdi5),bbdi5,16.22,23
2019-05-14,부산 다대포(bbdi5),bbdi5,17.33,22
2019-05-15,부산 다대포(bbdi5),bbdi5,17.31,24
2019-05-16,부산 다대포(bbdi5),bbdi5,17.56,24
2019-05-17,부산 다대포(bbdi5),bbdi5,17.45,24
2019-05-20,부산 다대포(bbdi5),bbdi5,16.76,15
2019-05-21,부산 다대포(bbdi5),bbdi5,16.4,24
2019-05-22,부산 다대포(bbdi5),bbdi5,16.98,24
2019-05-23,부산 다대포(bbdi5),bbdi5,17.18,24
2019-05-24,부산 다대포(bbdi5),bbdi5,17.76,23
2019-05-25,부산 다대포(bbdi5),bbdi5,19.2,24
2019-05-26,부산 다대포(bbdi5),bbdi5,18.97,24
2019-05-27,부산 다대포(bbdi5),bbdi5,18.01,21
2019-05-28,부산 다대포(bbdi5),bbdi5,17.33,24
2019-05-29,부산 다대포(bbdi5),bbdi5,18.15,24
2019-05-30,부산 다대포(bbdi5),bbdi5,19.1,23
2019-05-31,부산 다대포(bbdi5),bbdi5,18.0,23
2019-06-01,부산 다대포(bbdi5),bbdi5,17.75,23
2019-06-02,부산 다대포(bbdi5),bbdi5,17.93,23
2019-06-03,부산 다대포(bbdi5),bbdi5,17.76,24
2019-06-04,부산 다대포(bbdi5),bbdi5,17.85,24
2019-06-05,부산 다대포(bbdi5),bbdi5,17.93,24
2019-06-06,부산 다대포(bbdi5),bbdi5,18.33,24
2019-06-08,부산 다대포(bbdi5),bbdi5,17.63,24
2019-06-09,부산 다대포(bbdi5),bbdi5,17.91,24
2019-06-10,부산 다대포(bbdi5),bbdi5,18.06,24
2019-06-11,부산 다대포(bbdi5),bbdi5,18.23,24
2019-06-12,부산 다대포(bbdi5),bbdi5,18.85,24
2019-06-13,부산 다대포(bbdi5),bbdi5,19.12,24
2019-06-14,부산 다대포(bbdi5),bbdi5,19.28,24
2019-06-15,부산 다대포(bbdi5),bbdi5,18.95,24
2019-06-16,부산 다대포(bbdi5),bbdi5,19.47,23
2019-06-17,부산 다대포(bbdi5),bbdi5,19.6,24
2019-06-18,부산 다대포(bbdi5),bbdi5,19.89,24
2019-06-19,부산 다대포(bbdi5),bbdi5,20.49,24
2019-06-20,부산 다대포(bbdi5),bbdi5,19.98,24
2019-06-21,부산 다대포(bbdi5),bbdi5,20.08,24
2019-06-22,부산 다대포(bbdi5),bbdi5,19.58,24
2019-06-23,부산 다대포(bbdi5),bbdi5,19.75,24
2019-06-24,부산 다대포(bbdi5),bbdi5,20.23,24
2019-06-25,부산 다대포(bbdi5),bbdi5,20.73,24
2019-06-26,부산 다대포(bbdi5),bbdi5,20.79,24
2019-06-27,부산 다대포(bbdi5),bbdi5,21.92,24
