obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS,wtemB
남해,fth59,통영 학림,통영 학림(fth59),2022-01-01,11.3,11.3,11.3
남해,fth59,통영 학림,통영 학림(fth59),2022-01-02,11.2,11.2,11.2
남해,fth59,통영 학림,통영 학림(fth59),2022-01-03,11.2,11.2,11.2
남해,fth59,통영 학림,통영 학림(fth59),2022-01-04,11.2,11.2,11.2
남해,fth59,통영 학림,통영 학림(fth59),2022-01-05,11.4,11.4,11.4
남해,fth59,통영 학림,통영 학림(fth59),2022-01-06,11.5,11.5,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-01-07,11.7,11.7,11.6
남해,fth59,통영 학림,통영 학림(fth59),2022-01-08,11.6,11.6,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-01-09,11.6,11.6,11.6
남해,fth59,통영 학림,통영 학림(fth59),2022-01-10,11.6,11.6,11.6
남해,fth59,통영 학림,통영 학림(fth59),2022-01-11,11.5,11.6,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-01-12,11.5,11.5,11.4
남해,fth59,통영 학림,통영 학림(fth59),2022-01-13,11.5,11.5,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-01-14,11.5,11.5,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-01-15,11.6,11.6,11.6
남해,fth59,통영 학림,통영 학림(fth59),2022-01-16,11.5,11.5,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-01-17,11.3,11.3,11.3
남해,fth59,통영 학림,통영 학림(fth59),2022-01-18,11.2,11.2,11.1
남해,fth59,통영 학림,통영 학림(fth59),2022-01-19,11.1,11.1,11.1
남해,fth59,통영 학림,통영 학림(fth59),2022-01-20,11.0,11.0,11.0
남해,fth59,통영 학림,통영 학림(fth59),2022-01-21,10.9,10.9,10.9
남해,fth59,통영 학림,통영 학림(fth59),2022-01-22,10.9,10.9,10.9
남해,fth59,통영 학림,통영 학림(fth59),2022-01-23,11.0,11.0,11.0
남해,fth59,통영 학림,통영 학림(fth59),2022-01-24,11.0,11.0,11.0
남해,fth59,통영 학림,통영 학림(fth59),2022-01-25,11.0,11.0,11.0
남해,fth59,통영 학림,통영 학림(fth59),2022-01-26,10.9,10.9,10.9
남해,fth59,통영 학림,통영 학림(fth59),2022-01-27,10.9,10.9,10.9
남해,fth59,통영 학림,통영 학림(fth59),2022-01-28,10.9,10.9,10.9
남해,fth59,통영 학림,통영 학림(fth59),2022-01-29,10.8,10.8,10.8
남해,fth59,통영 학림,통영 학림(fth59),2022-01-30,10.7,10.7,10.7
남해,fth59,통영 학림,통영 학림(fth59),2022-01-31,10.6,10.6,10.6
남해,fth59,통영 학림,통영 학림(fth59),2022-02-01,10.5,10.5,10.5
남해,fth59,통영 학림,통영 학림(fth59),2022-02-02,10.4,10.4,10.4
남해,fth59,통영 학림,통영 학림(fth59),2022-02-03,10.3,10.4,10.3
남해,fth59,통영 학림,통영 학림(fth59),2022-02-04,10.3,10.3,10.3
남해,fth59,통영 학림,통영 학림(fth59),2022-02-05,10.1,10.2,10.1
남해,fth59,통영 학림,통영 학림(fth59),2022-02-06,10.1,10.1,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-07,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-08,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-09,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-10,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-11,9.9,9.9,9.8
남해,fth59,통영 학림,통영 학림(fth59),2022-02-12,9.9,9.9,9.8
남해,fth59,통영 학림,통영 학림(fth59),2022-02-13,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-14,10.1,10.2,10.1
남해,fth59,통영 학림,통영 학림(fth59),2022-02-15,10.1,10.2,10.1
남해,fth59,통영 학림,통영 학림(fth59),2022-02-16,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-17,9.9,10.0,9.9
남해,fth59,통영 학림,통영 학림(fth59),2022-02-18,10.0,10.1,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-19,10.1,10.1,10.1
남해,fth59,통영 학림,통영 학림(fth59),2022-02-20,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-02-21,9.9,9.9,9.9
남해,fth59,통영 학림,통영 학림(fth59),2022-02-22,9.9,9.9,9.9
남해,fth59,통영 학림,통영 학림(fth59),2022-02-23,9.8,9.8,9.8
남해,fth59,통영 학림,통영 학림(fth59),2022-02-24,9.7,9.8,9.7
남해,fth59,통영 학림,통영 학림(fth59),2022-02-25,9.7,9.8,9.7
남해,fth59,통영 학림,통영 학림(fth59),2022-02-26,9.8,9.8,9.7
남해,fth59,통영 학림,통영 학림(fth59),2022-02-27,9.8,9.8,9.7
남해,fth59,통영 학림,통영 학림(fth59),2022-02-28,9.8,9.8,9.8
남해,fth59,통영 학림,통영 학림(fth59),2022-03-01,9.9,9.9,9.9
남해,fth59,통영 학림,통영 학림(fth59),2022-03-02,9.9,10.0,9.9
남해,fth59,통영 학림,통영 학림(fth59),2022-03-03,10.0,10.0,10.0
남해,fth59,통영 학림,통영 학림(fth59),2022-03-04,10.2,10.2,10.1
남해,fth59,통영 학림,통영 학림(fth59),2022-03-05,10.2,10.3,10.2
남해,fth59,통영 학림,통영 학림(fth59),2022-03-06,10.2,10.2,10.2
남해,fth59,통영 학림,통영 학림(fth59),2022-03-07,10.3,10.3,10.2
남해,fth59,통영 학림,통영 학림(fth59),2022-03-08,10.3,10.4,10.3
남해,fth59,통영 학림,통영 학림(fth59),2022-03-09,10.4,10.4,10.3
남해,fth59,통영 학림,통영 학림(fth59),2022-03-10,10.5,10.5,10.4
남해,fth59,통영 학림,통영 학림(fth59),2022-03-11,10.6,10.6,10.5
남해,fth59,통영 학림,통영 학림(fth59),2022-03-12,10.7,10.8,10.6
남해,fth59,통영 학림,통영 학림(fth59),2022-03-13,10.9,11.0,10.8
남해,fth59,통영 학림,통영 학림(fth59),2022-03-14,11.0,11.1,11.0
남해,fth59,통영 학림,통영 학림(fth59),2022-03-15,11.1,11.1,11.1
남해,fth59,통영 학림,통영 학림(fth59),2022-03-16,11.2,11.2,11.1
남해,fth59,통영 학림,통영 학림(fth59),2022-03-17,11.2,11.2,11.2
남해,fth59,통영 학림,통영 학림(fth59),2022-03-18,11.1,11.2,11.1
남해,fth59,통영 학림,통영 학림(fth59),2022-03-19,11.2,11.2,11.2
남해,fth59,통영 학림,통영 학림(fth59),2022-03-20,11.2,11.2,11.2
남해,fth59,통영 학림,통영 학림(fth59),2022-03-21,11.3,11.3,11.3
남해,fth59,통영 학림,통영 학림(fth59),2022-03-22,11.4,11.5,11.4
남해,fth59,통영 학림,통영 학림(fth59),2022-03-23,11.5,11.5,11.4
남해,fth59,통영 학림,통영 학림(fth59),2022-03-24,11.5,11.6,11.5
남해,fth59,통영 학림,통영 학림(fth59),2022-03-25,11.6,11.7,11.6
남해,fth59,통영 학림,통영 학림(fth59),2022-03-26,11.8,11.9,11.8
남해,fth59,통영 학림,통영 학림(fth59),2022-03-27,12.0,12.2,12.0
