obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS,wtemB
남해,fth59,통영 학림,통영 학림(fth59),2024-11-09,20.2,20.1,20.2
남해,fth59,통영 학림,통영 학림(fth59),2024-11-10,20.1,20.0,20.1
남해,fth59,통영 학림,통영 학림(fth59),2024-11-11,20.1,20.1,20.2
남해,fth59,통영 학림,통영 학림(fth59),2024-11-12,20.2,20.1,20.2
남해,fth59,통영 학림,통영 학림(fth59),2024-11-13,20.1,20.1,20.1
남해,fth59,통영 학림,통영 학림(fth59),2024-11-14,20.0,20.0,20.0
남해,fth59,통영 학림,통영 학림(fth59),2024-11-15,19.9,19.9,19.9
남해,fth59,통영 학림,통영 학림(fth59),2024-11-16,19.8,19.8,19.8
남해,fth59,통영 학림,통영 학림(fth59),2024-11-17,19.8,19.8,19.7
남해,fth59,통영 학림,통영 학림(fth59),2024-11-18,19.4,19.4,19.4
남해,fth59,통영 학림,통영 학림(fth59),2024-11-19,19.1,19.1,19.1
남해,fth59,통영 학림,통영 학림(fth59),2024-11-20,18.9,18.9,18.9
남해,fth59,통영 학림,통영 학림(fth59),2024-11-21,18.8,18.8,18.7
남해,fth59,통영 학림,통영 학림(fth59),2024-11-22,18.6,18.6,18.6
남해,fth59,통영 학림,통영 학림(fth59),2024-11-23,18.4,18.4,18.4
남해,fth59,통영 학림,통영 학림(fth59),2024-11-24,18.3,18.3,18.3
남해,fth59,통영 학림,통영 학림(fth59),2024-11-25,18.2,18.2,18.1
남해,fth59,통영 학림,통영 학림(fth59),2024-11-26,17.9,17.9,17.9
