obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS,wtemB
남해,fth59,통영 학림,통영 학림(fth59),2021-03-25,12.2,12.3,12.2
남해,fth59,통영 학림,통영 학림(fth59),2021-03-26,12.4,12.4,12.4
남해,fth59,통영 학림,통영 학림(fth59),2021-03-27,12.4,12.5,12.4
남해,fth59,통영 학림,통영 학림(fth59),2021-03-28,12.6,12.6,12.6
남해,fth59,통영 학림,통영 학림(fth59),2021-03-29,12.7,12.8,12.7
남해,fth59,통영 학림,통영 학림(fth59),2021-03-30,12.9,12.9,12.8
남해,fth59,통영 학림,통영 학림(fth59),2021-03-31,12.9,12.9,12.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-01,12.9,12.9,12.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-02,12.9,13.0,12.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-03,13.0,13.1,13.0
남해,fth59,통영 학림,통영 학림(fth59),2021-04-04,13.0,13.0,13.0
남해,fth59,통영 학림,통영 학림(fth59),2021-04-05,13.0,13.1,13.0
남해,fth59,통영 학림,통영 학림(fth59),2021-04-06,13.0,13.2,12.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-07,13.1,13.2,13.0
남해,fth59,통영 학림,통영 학림(fth59),2021-04-08,13.2,13.3,13.2
남해,fth59,통영 학림,통영 학림(fth59),2021-04-09,13.4,13.4,13.3
남해,fth59,통영 학림,통영 학림(fth59),2021-04-10,13.3,13.4,13.3
남해,fth59,통영 학림,통영 학림(fth59),2021-04-11,13.4,13.5,13.3
남해,fth59,통영 학림,통영 학림(fth59),2021-04-12,13.5,13.5,13.5
남해,fth59,통영 학림,통영 학림(fth59),2021-04-13,13.5,13.6,13.5
남해,fth59,통영 학림,통영 학림(fth59),2021-04-14,13.5,13.6,13.5
남해,fth59,통영 학림,통영 학림(fth59),2021-04-15,13.6,13.6,13.6
남해,fth59,통영 학림,통영 학림(fth59),2021-04-16,13.7,13.8,13.7
남해,fth59,통영 학림,통영 학림(fth59),2021-04-17,13.9,14.0,13.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-18,13.9,14.0,13.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-19,14.0,14.1,13.9
남해,fth59,통영 학림,통영 학림(fth59),2021-04-20,14.2,14.3,14.1
남해,fth59,통영 학림,통영 학림(fth59),2021-04-21,14.4,14.6,14.2
남해,fth59,통영 학림,통영 학림(fth59),2021-04-22,14.5,14.9,14.4
남해,fth59,통영 학림,통영 학림(fth59),2021-04-23,14.6,14.7,14.5
남해,fth59,통영 학림,통영 학림(fth59),2021-04-24,14.5,14.6,14.5
남해,fth59,통영 학림,통영 학림(fth59),2021-04-25,14.6,14.7,14.6
남해,fth59,통영 학림,통영 학림(fth59),2021-04-26,14.6,14.7,14.6
남해,fth59,통영 학림,통영 학림(fth59),2021-04-27,14.6,14.7,14.6
남해,fth59,통영 학림,통영 학림(fth59),2021-04-28,14.7,14.7,14.6
남해,fth59,통영 학림,통영 학림(fth59),2021-04-29,14.8,14.8,14.7
남해,fth59,통영 학림,통영 학림(fth59),2021-04-30,14.9,14.9,14.8
남해,fth59,통영 학림,통영 학림(fth59),2021-05-01,14.9,14.9,14.9
남해,fth59,통영 학림,통영 학림(fth59),2021-05-02,14.9,14.9,14.9
남해,fth59,통영 학림,통영 학림(fth59),2021-05-03,15.0,15.2,15.0
남해,fth59,통영 학림,통영 학림(fth59),2021-05-04,15.1,15.2,15.1
남해,fth59,통영 학림,통영 학림(fth59),2021-05-05,15.3,15.4,15.2
남해,fth59,통영 학림,통영 학림(fth59),2021-05-06,15.4,15.6,15.3
남해,fth59,통영 학림,통영 학림(fth59),2021-05-07,15.5,15.6,15.4
남해,fth59,통영 학림,통영 학림(fth59),2021-05-08,15.6,15.7,15.5
남해,fth59,통영 학림,통영 학림(fth59),2021-05-09,15.6,15.6,15.5
남해,fth59,통영 학림,통영 학림(fth59),2021-05-10,15.6,15.7,15.6
남해,fth59,통영 학림,통영 학림(fth59),2021-05-11,15.7,15.7,15.6
남해,fth59,통영 학림,통영 학림(fth59),2021-05-12,15.6,15.7,15.6
남해,fth59,통영 학림,통영 학림(fth59),2021-05-13,15.8,15.9,15.7
남해,fth59,통영 학림,통영 학림(fth59),2021-05-14,16.0,16.2,16.0
남해,fth59,통영 학림,통영 학림(fth59),2021-05-15,16.2,16.4,16.0
남해,fth59,통영 학림,통영 학림(fth59),2021-05-16,16.1,16.2,16.0
남해,fth59,통영 학림,통영 학림(fth59),2021-05-17,16.2,16.2,16.1
남해,fth59,통영 학림,통영 학림(fth59),2021-05-18,16.2,16.2,16.1
남해,fth59,통영 학림,통영 학림(fth59),2021-05-19,16.2,16.5,16.2
남해,fth59,통영 학림,통영 학림(fth59),2021-05-20,16.4,16.7,16.2
남해,fth59,통영 학림,통영 학림(fth59),2021-05-21,16.4,16.7,16.3
남해,fth59,통영 학림,통영 학림(fth59),2021-05-22,16.5,16.7,16.3
남해,fth59,통영 학림,통영 학림(fth59),2021-05-23,16.6,16.8,16.5
남해,fth59,통영 학림,통영 학림(fth59),2021-05-24,16.6,16.8,16.5
남해,fth59,통영 학림,통영 학림(fth59),2021-05-25,16.7,16.8,16.6
남해,fth59,통영 학림,통영 학림(fth59),2021-05-26,16.7,16.8,16.7
남해,fth59,통영 학림,통영 학림(fth59),2021-05-27,16.6,16.6,16.5
남해,fth59,통영 학림,통영 학림(fth59),2021-05-28,16.5,16.5,16.5
남해,fth59,통영 학림,통영 학림(fth59),2021-05-29,16.7,16.8,16.7
남해,fth59,통영 학림,통영 학림(fth59),2021-05-30,16.9,17.0,16.8
남해,fth59,통영 학림,통영 학림(fth59),2021-05-31,17.0,17.2,16.9
남해,fth59,통영 학림,통영 학림(fth59),2021-06-01,17.2,17.5,16.9
남해,fth59,통영 학림,통영 학림(fth59),2021-06-02,17.4,17.8,17.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-03,17.3,17.9,17.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-04,17.4,18.0,17.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-05,17.5,18.2,17.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-06,17.5,18.3,17.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-07,17.6,18.2,17.1
남해,fth59,통영 학림,통영 학림(fth59),2021-06-08,17.8,18.5,17.3
남해,fth59,통영 학림,통영 학림(fth59),2021-06-09,18.0,18.8,17.3
남해,fth59,통영 학림,통영 학림(fth59),2021-06-10,18.1,18.6,17.5
남해,fth59,통영 학림,통영 학림(fth59),2021-06-11,17.9,18.3,17.6
남해,fth59,통영 학림,통영 학림(fth59),2021-06-12,18.0,18.6,17.6
남해,fth59,통영 학림,통영 학림(fth59),2021-06-13,17.9,18.2,17.6
남해,fth59,통영 학림,통영 학림(fth59),2021-06-14,18.0,18.4,17.7
남해,fth59,통영 학림,통영 학림(fth59),2021-06-15,18.1,18.5,17.7
남해,fth59,통영 학림,통영 학림(fth59),2021-06-16,18.2,18.8,17.7
남해,fth59,통영 학림,통영 학림(fth59),2021-06-17,18.2,18.6,17.8
남해,fth59,통영 학림,통영 학림(fth59),2021-06-18,18.4,18.9,18.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-19,18.7,19.3,18.3
남해,fth59,통영 학림,통영 학림(fth59),2021-06-20,19.0,19.7,18.4
남해,fth59,통영 학림,통영 학림(fth59),2021-06-21,19.1,19.9,18.6
남해,fth59,통영 학림,통영 학림(fth59),2021-06-22,19.4,19.7,19.0
남해,fth59,통영 학림,통영 학림(fth59),2021-06-23,19.7,20.1,19.3
남해,fth59,통영 학림,통영 학림(fth59),2021-06-24,19.7,20.0,19.5
남해,fth59,통영 학림,통영 학림(fth59),2021-06-25,19.6,19.9,19.5
남해,fth59,통영 학림,통영 학림(fth59),2021-06-26,19.6,19.9,19.4
남해,fth59,통영 학림,통영 학림(fth59),2021-06-27,19.7,20.0,19.5
남해,fth59,통영 학림,통영 학림(fth59),2021-06-28,19.9,20.1,19.6
남해,fth59,통영 학림,통영 학림(fth59),2021-06-29,20.1,20.5,19.7
남해,fth59,통영 학림,통영 학림(fth59),2021-06-30,20.6,21.0,20.2
남해,fth59,통영 학림,통영 학림(fth59),2021-07-01,21.1,21.6,20.5
남해,fth59,통영 학림,통영 학림(fth59),2021-07-02,21.7,22.4,20.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-03,22.3,22.6,21.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-04,23.0,23.1,22.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-05,22.8,23.0,22.4
남해,fth59,통영 학림,통영 학림(fth59),2021-07-06,22.7,22.8,22.4
남해,fth59,통영 학림,통영 학림(fth59),2021-07-07,22.5,22.8,21.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-08,21.9,22.6,21.0
남해,fth59,통영 학림,통영 학림(fth59),2021-07-09,21.8,22.6,20.7
남해,fth59,통영 학림,통영 학림(fth59),2021-07-10,21.4,22.8,20.2
남해,fth59,통영 학림,통영 학림(fth59),2021-07-11,21.1,22.6,20.0
남해,fth59,통영 학림,통영 학림(fth59),2021-07-12,20.8,22.3,19.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-13,20.7,22.4,19.7
남해,fth59,통영 학림,통영 학림(fth59),2021-07-14,20.5,22.2,19.5
남해,fth59,통영 학림,통영 학림(fth59),2021-07-15,20.4,22.5,19.4
남해,fth59,통영 학림,통영 학림(fth59),2021-07-16,20.2,22.6,19.2
남해,fth59,통영 학림,통영 학림(fth59),2021-07-17,20.3,23.3,19.2
남해,fth59,통영 학림,통영 학림(fth59),2021-07-18,21.3,24.1,19.6
남해,fth59,통영 학림,통영 학림(fth59),2021-07-19,23.1,24.9,20.5
남해,fth59,통영 학림,통영 학림(fth59),2021-07-20,23.8,24.8,21.9
남해,fth59,통영 학림,통영 학림(fth59),2021-07-21,24.7,25.3,23.1
남해,fth59,통영 학림,통영 학림(fth59),2021-07-22,24.9,25.4,24.0
남해,fth59,통영 학림,통영 학림(fth59),2021-07-23,25.0,25.4,24.2
남해,fth59,통영 학림,통영 학림(fth59),2021-07-24,24.8,25.4,24.0
남해,fth59,통영 학림,통영 학림(fth59),2021-07-25,24.8,25.4,24.1
남해,fth59,통영 학림,통영 학림(fth59),2021-07-26,24.8,25.5,23.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-27,24.4,25.4,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-07-28,24.5,25.6,23.1
남해,fth59,통영 학림,통영 학림(fth59),2021-07-29,24.7,26.1,22.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-30,25.3,26.6,22.8
남해,fth59,통영 학림,통영 학림(fth59),2021-07-31,25.5,27.0,22.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-01,25.0,27.1,22.3
남해,fth59,통영 학림,통영 학림(fth59),2021-08-02,25.0,27.8,22.1
남해,fth59,통영 학림,통영 학림(fth59),2021-08-03,25.2,27.5,22.6
남해,fth59,통영 학림,통영 학림(fth59),2021-08-04,25.6,27.7,23.1
남해,fth59,통영 학림,통영 학림(fth59),2021-08-05,25.9,27.8,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-08-06,26.4,27.8,23.8
남해,fth59,통영 학림,통영 학림(fth59),2021-08-07,26.6,27.8,24.4
남해,fth59,통영 학림,통영 학림(fth59),2021-08-08,26.2,27.0,24.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-09,25.7,26.2,24.6
남해,fth59,통영 학림,통영 학림(fth59),2021-08-10,25.6,25.9,24.8
남해,fth59,통영 학림,통영 학림(fth59),2021-08-11,25.2,25.6,24.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-12,25.2,25.5,24.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-13,25.0,25.3,24.3
남해,fth59,통영 학림,통영 학림(fth59),2021-08-14,25.1,25.2,24.7
남해,fth59,통영 학림,통영 학림(fth59),2021-08-15,25.3,25.3,25.1
남해,fth59,통영 학림,통영 학림(fth59),2021-08-16,25.5,25.5,25.3
남해,fth59,통영 학림,통영 학림(fth59),2021-08-17,25.6,25.7,25.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-18,25.6,25.6,25.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-19,25.6,25.6,25.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-20,25.5,25.6,25.4
남해,fth59,통영 학림,통영 학림(fth59),2021-08-21,25.5,25.5,25.4
남해,fth59,통영 학림,통영 학림(fth59),2021-08-22,25.6,25.7,25.5
남해,fth59,통영 학림,통영 학림(fth59),2021-08-23,25.3,25.5,25.0
남해,fth59,통영 학림,통영 학림(fth59),2021-08-24,25.0,25.1,24.8
남해,fth59,통영 학림,통영 학림(fth59),2021-08-25,24.8,25.1,24.1
남해,fth59,통영 학림,통영 학림(fth59),2021-08-26,24.4,25.2,22.7
남해,fth59,통영 학림,통영 학림(fth59),2021-08-27,24.6,25.5,22.3
남해,fth59,통영 학림,통영 학림(fth59),2021-08-28,24.7,25.9,22.1
남해,fth59,통영 학림,통영 학림(fth59),2021-08-29,24.7,26.1,21.4
남해,fth59,통영 학림,통영 학림(fth59),2021-08-30,24.2,26.3,21.1
남해,fth59,통영 학림,통영 학림(fth59),2021-08-31,24.0,26.2,21.7
남해,fth59,통영 학림,통영 학림(fth59),2021-09-01,24.9,26.7,22.7
남해,fth59,통영 학림,통영 학림(fth59),2021-09-02,24.5,25.9,22.4
남해,fth59,통영 학림,통영 학림(fth59),2021-09-03,25.0,25.2,24.0
남해,fth59,통영 학림,통영 학림(fth59),2021-09-04,24.7,24.8,24.4
남해,fth59,통영 학림,통영 학림(fth59),2021-09-05,24.5,24.5,24.4
남해,fth59,통영 학림,통영 학림(fth59),2021-09-06,24.3,24.3,24.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-07,24.1,24.1,24.0
남해,fth59,통영 학림,통영 학림(fth59),2021-09-08,23.9,24.0,23.8
남해,fth59,통영 학림,통영 학림(fth59),2021-09-09,23.7,23.9,23.4
남해,fth59,통영 학림,통영 학림(fth59),2021-09-10,23.4,23.6,22.9
남해,fth59,통영 학림,통영 학림(fth59),2021-09-11,22.9,23.4,22.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-12,22.8,23.6,21.8
남해,fth59,통영 학림,통영 학림(fth59),2021-09-13,23.1,23.4,22.1
남해,fth59,통영 학림,통영 학림(fth59),2021-09-14,23.4,23.6,23.0
남해,fth59,통영 학림,통영 학림(fth59),2021-09-15,23.4,23.5,23.3
남해,fth59,통영 학림,통영 학림(fth59),2021-09-16,23.5,23.5,23.4
남해,fth59,통영 학림,통영 학림(fth59),2021-09-17,23.2,23.2,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-18,23.2,23.2,23.1
남해,fth59,통영 학림,통영 학림(fth59),2021-09-19,23.3,23.3,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-20,23.2,23.2,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-21,23.2,23.2,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-22,23.3,23.3,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-09-23,23.2,23.2,23.1
남해,fth59,통영 학림,통영 학림(fth59),2021-09-24,22.9,23.0,22.7
남해,fth59,통영 학림,통영 학림(fth59),2021-09-25,22.8,22.9,22.5
남해,fth59,통영 학림,통영 학림(fth59),2021-09-26,22.8,22.9,22.6
남해,fth59,통영 학림,통영 학림(fth59),2021-09-27,22.9,23.0,22.8
남해,fth59,통영 학림,통영 학림(fth59),2021-09-28,23.0,23.1,22.9
남해,fth59,통영 학림,통영 학림(fth59),2021-09-29,23.2,23.3,23.0
남해,fth59,통영 학림,통영 학림(fth59),2021-09-30,23.3,23.6,23.0
남해,fth59,통영 학림,통영 학림(fth59),2021-10-01,23.3,23.4,23.0
남해,fth59,통영 학림,통영 학림(fth59),2021-10-02,23.4,23.6,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-10-03,23.4,23.6,23.1
남해,fth59,통영 학림,통영 학림(fth59),2021-10-04,23.4,23.6,23.2
남해,fth59,통영 학림,통영 학림(fth59),2021-10-05,23.3,23.5,23.0
남해,fth59,통영 학림,통영 학림(fth59),2021-10-06,23.1,23.3,22.8
남해,fth59,통영 학림,통영 학림(fth59),2021-10-07,22.8,23.0,22.5
남해,fth59,통영 학림,통영 학림(fth59),2021-10-08,22.5,22.7,22.1
남해,fth59,통영 학림,통영 학림(fth59),2021-10-09,22.1,22.3,21.8
남해,fth59,통영 학림,통영 학림(fth59),2021-10-10,22.0,22.2,21.7
남해,fth59,통영 학림,통영 학림(fth59),2021-10-11,22.1,22.3,21.7
남해,fth59,통영 학림,통영 학림(fth59),2021-10-12,21.8,21.9,21.6
남해,fth59,통영 학림,통영 학림(fth59),2021-10-13,21.6,21.7,21.6
남해,fth59,통영 학림,통영 학림(fth59),2021-10-14,22.0,22.1,21.8
남해,fth59,통영 학림,통영 학림(fth59),2021-10-15,22.4,22.6,22.2
남해,fth59,통영 학림,통영 학림(fth59),2021-10-16,22.3,22.3,22.1
남해,fth59,통영 학림,통영 학림(fth59),2021-10-17,21.7,21.7,21.7
남해,fth59,통영 학림,통영 학림(fth59),2021-10-18,21.3,21.3,21.3
남해,fth59,통영 학림,통영 학림(fth59),2021-10-19,21.2,21.2,21.1
남해,fth59,통영 학림,통영 학림(fth59),2021-10-20,20.8,20.8,20.8
남해,fth59,통영 학림,통영 학림(fth59),2021-10-21,20.5,20.5,20.5
남해,fth59,통영 학림,통영 학림(fth59),2021-10-22,20.3,20.2,20.2
남해,fth59,통영 학림,통영 학림(fth59),2021-10-23,20.0,20.0,20.0
남해,fth59,통영 학림,통영 학림(fth59),2021-10-24,19.9,19.9,19.9
남해,fth59,통영 학림,통영 학림(fth59),2021-10-25,19.8,19.8,19.8
남해,fth59,통영 학림,통영 학림(fth59),2021-10-26,19.8,19.8,19.7
남해,fth59,통영 학림,통영 학림(fth59),2021-10-27,19.8,19.8,19.8
남해,fth59,통영 학림,통영 학림(fth59),2021-10-28,19.7,19.8,19.7
남해,fth59,통영 학림,통영 학림(fth59),2021-10-29,19.6,19.6,19.5
남해,fth59,통영 학림,통영 학림(fth59),2021-10-30,19.5,19.5,19.5
남해,fth59,통영 학림,통영 학림(fth59),2021-10-31,19.4,19.4,19.4
남해,fth59,통영 학림,통영 학림(fth59),2021-11-01,19.4,19.4,19.4
남해,fth59,통영 학림,통영 학림(fth59),2021-11-02,19.3,19.2,19.2
남해,fth59,통영 학림,통영 학림(fth59),2021-11-03,19.1,19.1,19.1
남해,fth59,통영 학림,통영 학림(fth59),2021-11-04,19.0,19.0,19.0
남해,fth59,통영 학림,통영 학림(fth59),2021-11-05,18.9,18.9,18.9
남해,fth59,통영 학림,통영 학림(fth59),2021-11-06,18.8,18.7,18.7
남해,fth59,통영 학림,통영 학림(fth59),2021-11-07,18.6,18.6,18.6
남해,fth59,통영 학림,통영 학림(fth59),2021-11-08,18.5,18.5,18.5
남해,fth59,통영 학림,통영 학림(fth59),2021-11-09,18.3,18.3,18.2
남해,fth59,통영 학림,통영 학림(fth59),2021-11-10,18.0,18.0,17.9
남해,fth59,통영 학림,통영 학림(fth59),2021-11-11,17.8,17.8,17.7
남해,fth59,통영 학림,통영 학림(fth59),2021-11-12,17.4,17.4,17.4
남해,fth59,통영 학림,통영 학림(fth59),2021-11-13,17.1,17.1,17.1
남해,fth59,통영 학림,통영 학림(fth59),2021-11-14,16.9,16.9,16.9
남해,fth59,통영 학림,통영 학림(fth59),2021-11-15,16.7,16.7,16.7
남해,fth59,통영 학림,통영 학림(fth59),2021-11-16,16.6,16.6,16.6
남해,fth59,통영 학림,통영 학림(fth59),2021-11-17,16.4,16.4,16.4
남해,fth59,통영 학림,통영 학림(fth59),2021-11-18,16.3,16.3,16.3
남해,fth59,통영 학림,통영 학림(fth59),2021-11-19,16.3,16.3,16.2
남해,fth59,통영 학림,통영 학림(fth59),2021-11-20,16.2,16.2,16.2
남해,fth59,통영 학림,통영 학림(fth59),2021-11-21,16.2,16.2,16.1
남해,fth59,통영 학림,통영 학림(fth59),2021-11-22,16.0,16.0,16.0
남해,fth59,통영 학림,통영 학림(fth59),2021-11-23,15.8,15.8,15.7
남해,fth59,통영 학림,통영 학림(fth59),2021-11-24,15.5,15.5,15.5
남해,fth59,통영 학림,통영 학림(fth59),2021-11-25,15.4,15.4,15.4
남해,fth59,통영 학림,통영 학림(fth59),2021-11-26,15.3,15.3,15.3
남해,fth59,통영 학림,통영 학림(fth59),2021-11-27,15.2,15.2,15.2
