obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS,wtemB
남해,fth59,통영 학림,통영 학림(fth59),2025-03-09,9.4,9.4,9.3
남해,fth59,통영 학림,통영 학림(fth59),2025-03-10,9.5,9.5,9.4
남해,fth59,통영 학림,통영 학림(fth59),2025-03-11,9.6,9.6,9.5
남해,fth59,통영 학림,통영 학림(fth59),2025-03-12,9.7,9.7,9.6
남해,fth59,통영 학림,통영 학림(fth59),2025-03-13,9.7,9.8,9.7
남해,fth59,통영 학림,통영 학림(fth59),2025-03-14,9.8,9.8,9.8
남해,fth59,통영 학림,통영 학림(fth59),2025-03-15,9.8,9.8,9.8
남해,fth59,통영 학림,통영 학림(fth59),2025-03-16,9.8,9.8,9.8
남해,fth59,통영 학림,통영 학림(fth59),2025-03-17,9.7,9.7,9.6
남해,fth59,통영 학림,통영 학림(fth59),2025-03-18,9.7,9.7,9.6
남해,fth59,통영 학림,통영 학림(fth59),2025-03-19,9.6,9.7,9.6
남해,fth59,통영 학림,통영 학림(fth59),2025-03-20,9.7,9.7,9.7
남해,fth59,통영 학림,통영 학림(fth59),2025-03-21,9.8,9.9,9.8
남해,fth59,통영 학림,통영 학림(fth59),2025-03-22,10.0,10.1,9.9
남해,fth59,통영 학림,통영 학림(fth59),2025-03-23,10.1,10.2,10.0
남해,fth59,통영 학림,통영 학림(fth59),2025-03-24,10.3,10.4,10.2
남해,fth59,통영 학림,통영 학림(fth59),2025-03-25,10.4,10.5,10.3
남해,fth59,통영 학림,통영 학림(fth59),2025-03-26,10.6,10.6,10.5
남해,fth59,통영 학림,통영 학림(fth59),2025-03-27,10.7,10.7,10.6
남해,fth59,통영 학림,통영 학림(fth59),2025-03-28,10.8,10.8,10.8
남해,fth59,통영 학림,통영 학림(fth59),2025-03-29,10.8,10.8,10.8
남해,fth59,통영 학림,통영 학림(fth59),2025-03-30,10.6,10.6,10.6
남해,fth59,통영 학림,통영 학림(fth59),2025-03-31,10.6,10.6,10.6
남해,fth59,통영 학림,통영 학림(fth59),2025-04-01,10.7,10.7,10.6
남해,fth59,통영 학림,통영 학림(fth59),2025-04-02,10.7,10.8,10.7
남해,fth59,통영 학림,통영 학림(fth59),2025-04-03,10.8,10.8,10.7
남해,fth59,통영 학림,통영 학림(fth59),2025-04-04,10.9,11.0,10.8
남해,fth59,통영 학림,통영 학림(fth59),2025-04-05,10.9,10.9,10.9
남해,fth59,통영 학림,통영 학림(fth59),2025-04-06,11.0,11.1,10.9
남해,fth59,통영 학림,통영 학림(fth59),2025-04-07,11.2,11.3,11.1
남해,fth59,통영 학림,통영 학림(fth59),2025-04-08,11.2,11.3,11.1
남해,fth59,통영 학림,통영 학림(fth59),2025-04-09,11.3,11.4,11.3
남해,fth59,통영 학림,통영 학림(fth59),2025-04-10,11.5,11.6,11.4
남해,fth59,통영 학림,통영 학림(fth59),2025-04-11,11.6,11.7,11.5
남해,fth59,통영 학림,통영 학림(fth59),2025-04-12,11.6,11.7,11.6
남해,fth59,통영 학림,통영 학림(fth59),2025-04-13,11.6,11.6,11.5
남해,fth59,통영 학림,통영 학림(fth59),2025-04-14,11.5,11.5,11.4
남해,fth59,통영 학림,통영 학림(fth59),2025-04-15,11.5,11.5,11.4
남해,fth59,통영 학림,통영 학림(fth59),2025-04-16,11.5,11.5,11.4
남해,fth59,통영 학림,통영 학림(fth59),2025-04-17,11.6,11.6,11.5
남해,fth59,통영 학림,통영 학림(fth59),2025-04-18,11.7,11.8,11.6
남해,fth59,통영 학림,통영 학림(fth59),2025-04-19,11.8,11.9,11.8
남해,fth59,통영 학림,통영 학림(fth59),2025-04-20,12.0,12.1,11.9
남해,fth59,통영 학림,통영 학림(fth59),2025-04-21,12.3,12.6,12.1
남해,fth59,통영 학림,통영 학림(fth59),2025-04-22,12.5,12.8,12.3
남해,fth59,통영 학림,통영 학림(fth59),2025-04-23,12.7,12.8,12.5
남해,fth59,통영 학림,통영 학림(fth59),2025-04-24,12.7,12.8,12.6
남해,fth59,통영 학림,통영 학림(fth59),2025-04-25,12.9,12.9,12.8
남해,fth59,통영 학림,통영 학림(fth59),2025-04-26,12.8,12.8,12.7
남해,fth59,통영 학림,통영 학림(fth59),2025-04-27,12.8,12.8,12.7
남해,fth59,통영 학림,통영 학림(fth59),2025-04-28,12.9,12.9,12.8
남해,fth59,통영 학림,통영 학림(fth59),2025-04-29,12.9,13.0,12.9
남해,fth59,통영 학림,통영 학림(fth59),2025-04-30,13.0,13.1,13.0
남해,fth59,통영 학림,통영 학림(fth59),2025-05-01,13.1,13.2,13.1
남해,fth59,통영 학림,통영 학림(fth59),2025-05-02,13.3,13.4,13.2
남해,fth59,통영 학림,통영 학림(fth59),2025-05-03,13.4,13.5,13.3
남해,fth59,통영 학림,통영 학림(fth59),2025-05-04,13.4,13.5,13.3
남해,fth59,통영 학림,통영 학림(fth59),2025-05-05,13.5,13.6,13.4
남해,fth59,통영 학림,통영 학림(fth59),2025-05-06,13.7,13.8,13.5
남해,fth59,통영 학림,통영 학림(fth59),2025-05-07,13.7,13.9,13.5
남해,fth59,통영 학림,통영 학림(fth59),2025-05-08,13.7,13.8,13.6
남해,fth59,통영 학림,통영 학림(fth59),2025-05-09,13.8,13.9,13.7
남해,fth59,통영 학림,통영 학림(fth59),2025-05-10,13.8,13.8,13.7
남해,fth59,통영 학림,통영 학림(fth59),2025-05-11,13.8,13.9,13.8
남해,fth59,통영 학림,통영 학림(fth59),2025-05-12,13.9,14.0,13.9
남해,fth59,통영 학림,통영 학림(fth59),2025-05-13,14.0,14.1,13.9
남해,fth59,통영 학림,통영 학림(fth59),2025-05-14,14.2,14.3,14.1
남해,fth59,통영 학림,통영 학림(fth59),2025-05-15,14.3,14.4,14.2
남해,fth59,통영 학림,통영 학림(fth59),2025-05-16,14.4,14.6,14.2
남해,fth59,통영 학림,통영 학림(fth59),2025-05-17,14.4,14.7,14.2
남해,fth59,통영 학림,통영 학림(fth59),2025-05-18,14.7,15.0,14.5
남해,fth59,통영 학림,통영 학림(fth59),2025-05-19,14.7,15.1,14.5
남해,fth59,통영 학림,통영 학림(fth59),2025-05-20,14.8,15.1,14.6
남해,fth59,통영 학림,통영 학림(fth59),2025-05-21,15.0,15.6,14.7
남해,fth59,통영 학림,통영 학림(fth59),2025-05-22,15.1,15.9,14.7
남해,fth59,통영 학림,통영 학림(fth59),2025-05-23,15.3,15.5,15.0
남해,fth59,통영 학림,통영 학림(fth59),2025-05-24,15.2,15.3,15.1
남해,fth59,통영 학림,통영 학림(fth59),2025-05-25,15.1,15.2,15.0
남해,fth59,통영 학림,통영 학림(fth59),2025-05-26,15.2,15.3,15.2
남해,fth59,통영 학림,통영 학림(fth59),2025-05-27,15.3,15.4,15.3
남해,fth59,통영 학림,통영 학림(fth59),2025-05-28,15.6,15.7,15.5
남해,fth59,통영 학림,통영 학림(fth59),2025-05-29,15.7,15.8,15.6
남해,fth59,통영 학림,통영 학림(fth59),2025-05-30,15.8,16.0,15.8
남해,fth59,통영 학림,통영 학림(fth59),2025-05-31,16.1,16.3,16.0
남해,fth59,통영 학림,통영 학림(fth59),2025-06-01,16.3,16.5,16.1
남해,fth59,통영 학림,통영 학림(fth59),2025-06-02,16.5,16.7,16.3
남해,fth59,통영 학림,통영 학림(fth59),2025-06-03,16.6,17.1,16.3
남해,fth59,통영 학림,통영 학림(fth59),2025-06-04,16.7,17.1,16.5
남해,fth59,통영 학림,통영 학림(fth59),2025-06-05,16.7,17.2,16.3
남해,fth59,통영 학림,통영 학림(fth59),2025-06-06,16.7,17.2,16.3
남해,fth59,통영 학림,통영 학림(fth59),2025-06-07,16.8,17.4,16.3
남해,fth59,통영 학림,통영 학림(fth59),2025-06-08,16.9,17.5,16.4
남해,fth59,통영 학림,통영 학림(fth59),2025-06-09,17.1,17.6,16.5
남해,fth59,통영 학림,통영 학림(fth59),2025-06-10,16.9,17.5,16.5
남해,fth59,통영 학림,통영 학림(fth59),2025-06-11,17.1,17.6,16.6
남해,fth59,통영 학림,통영 학림(fth59),2025-06-12,17.0,17.4,16.6
남해,fth59,통영 학림,통영 학림(fth59),2025-06-13,16.9,17.4,16.6
남해,fth59,통영 학림,통영 학림(fth59),2025-06-14,16.9,17.4,16.6
남해,fth59,통영 학림,통영 학림(fth59),2025-06-15,17.0,17.5,16.7
남해,fth59,통영 학림,통영 학림(fth59),2025-06-16,17.1,17.6,16.7
남해,fth59,통영 학림,통영 학림(fth59),2025-06-17,17.2,17.7,16.8
남해,fth59,통영 학림,통영 학림(fth59),2025-06-18,17.1,17.8,16.7
남해,fth59,통영 학림,통영 학림(fth59),2025-06-19,17.2,18.2,16.6
남해,fth59,통영 학림,통영 학림(fth59),2025-06-20,17.2,18.3,16.6
남해,fth59,통영 학림,통영 학림(fth59),2025-06-21,18.2,19.1,17.2
남해,fth59,통영 학림,통영 학림(fth59),2025-06-22,18.1,18.8,17.2
남해,fth59,통영 학림,통영 학림(fth59),2025-06-23,17.6,18.4,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-06-24,17.5,18.2,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-06-25,17.4,17.8,17.1
남해,fth59,통영 학림,통영 학림(fth59),2025-06-26,17.7,18.3,17.4
남해,fth59,통영 학림,통영 학림(fth59),2025-06-27,17.9,18.5,17.4
남해,fth59,통영 학림,통영 학림(fth59),2025-06-28,17.9,18.5,17.5
남해,fth59,통영 학림,통영 학림(fth59),2025-06-29,18.0,18.6,17.5
남해,fth59,통영 학림,통영 학림(fth59),2025-06-30,18.1,19.1,17.5
남해,fth59,통영 학림,통영 학림(fth59),2025-07-01,18.0,19.5,17.4
남해,fth59,통영 학림,통영 학림(fth59),2025-07-02,18.0,20.1,17.3
남해,fth59,통영 학림,통영 학림(fth59),2025-07-03,18.2,21.3,17.1
남해,fth59,통영 학림,통영 학림(fth59),2025-07-04,18.4,22.2,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-05,18.3,21.9,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-06,18.5,22.3,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-07,18.5,21.9,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-08,19.0,21.8,17.1
남해,fth59,통영 학림,통영 학림(fth59),2025-07-09,20.2,22.5,17.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-10,21.2,22.2,19.8
남해,fth59,통영 학림,통영 학림(fth59),2025-07-11,21.6,22.0,21.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-12,22.6,22.9,22.2
남해,fth59,통영 학림,통영 학림(fth59),2025-07-13,23.1,23.2,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-14,23.1,23.2,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-15,23.2,23.3,23.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-16,23.1,23.2,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-17,23.3,23.6,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-18,23.4,23.8,22.8
남해,fth59,통영 학림,통영 학림(fth59),2025-07-19,23.8,24.1,23.4
남해,fth59,통영 학림,통영 학림(fth59),2025-07-20,24.0,24.4,23.3
남해,fth59,통영 학림,통영 학림(fth59),2025-07-21,24.2,24.6,23.4
남해,fth59,통영 학림,통영 학림(fth59),2025-07-22,24.2,24.9,23.2
남해,fth59,통영 학림,통영 학림(fth59),2025-07-23,24.1,24.9,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-24,23.6,24.7,22.2
남해,fth59,통영 학림,통영 학림(fth59),2025-07-25,23.3,24.6,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-26,23.2,24.5,22.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-27,23.6,25.0,22.3
남해,fth59,통영 학림,통영 학림(fth59),2025-07-28,23.7,25.4,22.4
남해,fth59,통영 학림,통영 학림(fth59),2025-07-29,24.0,25.8,22.0
남해,fth59,통영 학림,통영 학림(fth59),2025-07-30,24.5,26.4,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-07-31,25.6,27.1,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-08-01,26.3,27.6,23.3
남해,fth59,통영 학림,통영 학림(fth59),2025-08-02,26.5,28.1,23.7
남해,fth59,통영 학림,통영 학림(fth59),2025-08-03,26.6,28.2,23.7
남해,fth59,통영 학림,통영 학림(fth59),2025-08-04,27.7,28.0,26.2
남해,fth59,통영 학림,통영 학림(fth59),2025-08-05,26.7,27.4,23.0
남해,fth59,통영 학림,통영 학림(fth59),2025-08-06,26.2,27.1,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-08-07,25.4,27.2,19.9
남해,fth59,통영 학림,통영 학림(fth59),2025-08-08,22.4,26.4,18.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-09,22.0,24.9,19.1
남해,fth59,통영 학림,통영 학림(fth59),2025-08-10,21.1,23.3,19.1
남해,fth59,통영 학림,통영 학림(fth59),2025-08-11,21.4,22.8,19.7
남해,fth59,통영 학림,통영 학림(fth59),2025-08-12,20.8,22.0,19.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-13,20.8,21.7,19.9
남해,fth59,통영 학림,통영 학림(fth59),2025-08-14,21.2,22.7,19.8
남해,fth59,통영 학림,통영 학림(fth59),2025-08-15,20.9,23.3,19.1
남해,fth59,통영 학림,통영 학림(fth59),2025-08-16,20.9,24.0,18.7
남해,fth59,통영 학림,통영 학림(fth59),2025-08-17,20.5,24.4,18.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-18,20.5,24.4,18.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-19,20.4,24.4,18.3
남해,fth59,통영 학림,통영 학림(fth59),2025-08-20,20.8,24.2,18.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-21,20.8,23.9,18.4
남해,fth59,통영 학림,통영 학림(fth59),2025-08-22,20.4,22.7,18.4
남해,fth59,통영 학림,통영 학림(fth59),2025-08-23,19.9,22.4,18.2
남해,fth59,통영 학림,통영 학림(fth59),2025-08-24,19.6,21.4,18.1
남해,fth59,통영 학림,통영 학림(fth59),2025-08-25,19.3,21.1,18.0
남해,fth59,통영 학림,통영 학림(fth59),2025-08-26,19.2,21.1,17.9
남해,fth59,통영 학림,통영 학림(fth59),2025-08-27,18.8,20.7,17.7
남해,fth59,통영 학림,통영 학림(fth59),2025-08-28,18.8,21.0,17.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-29,19.2,21.7,17.6
남해,fth59,통영 학림,통영 학림(fth59),2025-08-30,19.5,22.6,17.7
남해,fth59,통영 학림,통영 학림(fth59),2025-08-31,19.7,23.1,17.7
남해,fth59,통영 학림,통영 학림(fth59),2025-09-01,20.1,23.4,18.1
남해,fth59,통영 학림,통영 학림(fth59),2025-09-02,19.9,23.2,18.1
남해,fth59,통영 학림,통영 학림(fth59),2025-09-03,20.1,23.4,17.8
남해,fth59,통영 학림,통영 학림(fth59),2025-09-04,21.9,24.5,18.8
남해,fth59,통영 학림,통영 학림(fth59),2025-09-05,22.7,23.8,20.2
남해,fth59,통영 학림,통영 학림(fth59),2025-09-06,22.9,24.2,20.8
남해,fth59,통영 학림,통영 학림(fth59),2025-09-07,22.3,23.7,20.2
남해,fth59,통영 학림,통영 학림(fth59),2025-09-08,21.2,22.7,19.4
남해,fth59,통영 학림,통영 학림(fth59),2025-09-09,20.4,21.5,19.1
남해,fth59,통영 학림,통영 학림(fth59),2025-09-10,19.7,20.3,18.9
남해,fth59,통영 학림,통영 학림(fth59),2025-09-11,19.7,20.1,19.2
남해,fth59,통영 학림,통영 학림(fth59),2025-09-12,20.0,20.3,19.6
남해,fth59,통영 학림,통영 학림(fth59),2025-09-13,22.3,22.8,21.8
남해,fth59,통영 학림,통영 학림(fth59),2025-09-14,23.5,23.8,23.0
남해,fth59,통영 학림,통영 학림(fth59),2025-09-15,23.8,24.2,23.1
남해,fth59,통영 학림,통영 학림(fth59),2025-09-16,23.8,24.3,22.7
남해,fth59,통영 학림,통영 학림(fth59),2025-09-17,23.8,24.4,22.4
남해,fth59,통영 학림,통영 학림(fth59),2025-09-18,23.5,24.1,21.8
남해,fth59,통영 학림,통영 학림(fth59),2025-09-19,23.1,23.3,22.2
남해,fth59,통영 학림,통영 학림(fth59),2025-09-20,22.9,23.1,22.6
남해,fth59,통영 학림,통영 학림(fth59),2025-09-21,22.8,23.0,22.4
남해,fth59,통영 학림,통영 학림(fth59),2025-09-22,22.3,22.4,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-09-23,22.1,22.2,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-09-24,22.2,22.3,22.1
남해,fth59,통영 학림,통영 학림(fth59),2025-09-25,22.5,22.5,22.4
남해,fth59,통영 학림,통영 학림(fth59),2025-09-26,22.7,22.7,22.6
남해,fth59,통영 학림,통영 학림(fth59),2025-09-27,22.9,23.0,22.7
남해,fth59,통영 학림,통영 학림(fth59),2025-09-28,23.1,23.3,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-09-29,23.2,23.5,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-09-30,23.2,23.4,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-10-01,23.3,23.6,23.0
남해,fth59,통영 학림,통영 학림(fth59),2025-10-02,23.3,23.5,22.9
남해,fth59,통영 학림,통영 학림(fth59),2025-10-03,23.0,23.1,22.7
남해,fth59,통영 학림,통영 학림(fth59),2025-10-04,23.0,23.2,22.7
남해,fth59,통영 학림,통영 학림(fth59),2025-10-05,22.9,23.1,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-06,22.7,22.9,22.3
남해,fth59,통영 학림,통영 학림(fth59),2025-10-07,22.2,22.4,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-10-08,21.8,22.0,21.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-09,21.4,21.5,21.1
남해,fth59,통영 학림,통영 학림(fth59),2025-10-10,21.2,21.3,21.1
남해,fth59,통영 학림,통영 학림(fth59),2025-10-11,21.9,22.0,21.8
남해,fth59,통영 학림,통영 학림(fth59),2025-10-12,22.4,22.5,22.2
남해,fth59,통영 학림,통영 학림(fth59),2025-10-13,22.5,22.6,22.4
남해,fth59,통영 학림,통영 학림(fth59),2025-10-14,22.6,22.7,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-15,22.6,22.6,22.4
남해,fth59,통영 학림,통영 학림(fth59),2025-10-16,22.6,22.7,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-17,22.6,22.6,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-18,22.7,22.7,22.7
남해,fth59,통영 학림,통영 학림(fth59),2025-10-19,22.6,22.6,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-20,22.5,22.5,22.5
남해,fth59,통영 학림,통영 학림(fth59),2025-10-21,22.3,22.3,22.2
남해,fth59,통영 학림,통영 학림(fth59),2025-10-22,22.1,22.1,22.1
남해,fth59,통영 학림,통영 학림(fth59),2025-10-23,22.0,22.0,21.9
남해,fth59,통영 학림,통영 학림(fth59),2025-10-24,21.9,21.9,21.8
남해,fth59,통영 학림,통영 학림(fth59),2025-10-25,21.9,21.9,21.8
남해,fth59,통영 학림,통영 학림(fth59),2025-10-26,21.8,21.8,21.8
남해,fth59,통영 학림,통영 학림(fth59),2025-10-27,21.7,21.7,21.6
남해,fth59,통영 학림,통영 학림(fth59),2025-10-28,21.4,21.4,21.4
남해,fth59,통영 학림,통영 학림(fth59),2025-10-29,21.2,21.2,21.1
남해,fth59,통영 학림,통영 학림(fth59),2025-10-30,21.0,21.0,21.0
남해,fth59,통영 학림,통영 학림(fth59),2025-10-31,20.9,20.9,20.8
남해,fth59,통영 학림,통영 학림(fth59),2025-11-01,20.7,20.7,20.7
남해,fth59,통영 학림,통영 학림(fth59),2025-11-02,20.4,20.4,20.3
남해,fth59,통영 학림,통영 학림(fth59),2025-11-03,19.9,19.9,19.8
남해,fth59,통영 학림,통영 학림(fth59),2025-11-04,19.5,19.5,19.5
남해,fth59,통영 학림,통영 학림(fth59),2025-11-05,19.2,19.3,19.2
남해,fth59,통영 학림,통영 학림(fth59),2025-11-06,19.1,19.1,19.0
남해,fth59,통영 학림,통영 학림(fth59),2025-11-07,19.0,19.0,19.0
남해,fth59,통영 학림,통영 학림(fth59),2025-11-08,18.9,18.9,18.9
남해,fth59,통영 학림,통영 학림(fth59),2025-11-09,18.8,18.8,18.8
남해,fth59,통영 학림,통영 학림(fth59),2025-11-10,18.7,18.7,18.7
남해,fth59,통영 학림,통영 학림(fth59),2025-11-11,18.6,18.6,18.6
남해,fth59,통영 학림,통영 학림(fth59),2025-11-12,18.5,18.5,18.5
남해,fth59,통영 학림,통영 학림(fth59),2025-11-13,18.4,18.4,18.4
남해,fth59,통영 학림,통영 학림(fth59),2025-11-14,18.3,18.4,18.3
남해,fth59,통영 학림,통영 학림(fth59),2025-11-15,18.3,18.3,18.2
남해,fth59,통영 학림,통영 학림(fth59),2025-11-16,18.3,18.3,18.3
남해,fth59,통영 학림,통영 학림(fth59),2025-11-17,18.2,18.2,18.2
남해,fth59,통영 학림,통영 학림(fth59),2025-11-18,17.9,17.9,17.9
남해,fth59,통영 학림,통영 학림(fth59),2025-11-19,17.8,17.7,17.7
남해,fth59,통영 학림,통영 학림(fth59),2025-11-20,17.6,17.6,17.6
남해,fth59,통영 학림,통영 학림(fth59),2025-11-21,17.4,17.4,17.4
남해,fth59,통영 학림,통영 학림(fth59),2025-11-22,17.3,17.2,17.2
남해,fth59,통영 학림,통영 학림(fth59),2025-11-23,17.2,17.2,17.2
남해,fth59,통영 학림,통영 학림(fth59),2025-11-24,17.1,17.1,17.1
남해,fth59,통영 학림,통영 학림(fth59),2025-11-25,17.0,17.0,17.0
남해,fth59,통영 학림,통영 학림(fth59),2025-11-26,16.9,16.9,16.8
