obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemS
남해,km001,여수 신월,여수 신월(km001),2025-01-01,7.2
남해,km001,여수 신월,여수 신월(km001),2025-01-02,7.2
남해,km001,여수 신월,여수 신월(km001),2025-01-03,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-04,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-05,7.0
남해,km001,여수 신월,여수 신월(km001),2025-01-06,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-07,7.3
남해,km001,여수 신월,여수 신월(km001),2025-01-08,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-09,6.7
남해,km001,여수 신월,여수 신월(km001),2025-01-10,5.3
남해,km001,여수 신월,여수 신월(km001),2025-01-11,5.0
남해,km001,여수 신월,여수 신월(km001),2025-01-12,5.3
남해,km001,여수 신월,여수 신월(km001),2025-01-13,5.7
남해,km001,여수 신월,여수 신월(km001),2025-01-14,5.9
남해,km001,여수 신월,여수 신월(km001),2025-01-15,6.0
남해,km001,여수 신월,여수 신월(km001),2025-01-16,6.0
남해,km001,여수 신월,여수 신월(km001),2025-01-17,6.1
남해,km001,여수 신월,여수 신월(km001),2025-01-18,6.2
남해,km001,여수 신월,여수 신월(km001),2025-01-19,6.4
남해,km001,여수 신월,여수 신월(km001),2025-01-20,6.7
남해,km001,여수 신월,여수 신월(km001),2025-01-21,6.8
남해,km001,여수 신월,여수 신월(km001),2025-01-22,7.0
남해,km001,여수 신월,여수 신월(km001),2025-01-23,7.0
남해,km001,여수 신월,여수 신월(km001),2025-01-24,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-25,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-26,7.1
남해,km001,여수 신월,여수 신월(km001),2025-01-27,7.0
남해,km001,여수 신월,여수 신월(km001),2025-01-28,6.5
남해,km001,여수 신월,여수 신월(km001),2025-01-29,6.3
남해,km001,여수 신월,여수 신월(km001),2025-01-30,6.1
남해,km001,여수 신월,여수 신월(km001),2025-01-31,6.0
남해,km001,여수 신월,여수 신월(km001),2025-02-01,6.1
