obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemS
남해,km001,여수 신월,여수 신월(km001),2024-01-02,8.3
남해,km001,여수 신월,여수 신월(km001),2024-01-03,8.4
남해,km001,여수 신월,여수 신월(km001),2024-01-04,8.4
남해,km001,여수 신월,여수 신월(km001),2024-01-05,8.0
남해,km001,여수 신월,여수 신월(km001),2024-01-06,8.0
남해,km001,여수 신월,여수 신월(km001),2024-01-07,7.8
남해,km001,여수 신월,여수 신월(km001),2024-01-08,6.8
남해,km001,여수 신월,여수 신월(km001),2024-01-09,6.5
남해,km001,여수 신월,여수 신월(km001),2024-01-10,6.6
남해,km001,여수 신월,여수 신월(km001),2024-01-11,6.9
남해,km001,여수 신월,여수 신월(km001),2024-01-12,7.3
남해,km001,여수 신월,여수 신월(km001),2024-01-13,7.6
남해,km001,여수 신월,여수 신월(km001),2024-01-14,7.7
남해,km001,여수 신월,여수 신월(km001),2024-01-15,8.0
남해,km001,여수 신월,여수 신월(km001),2024-01-16,7.3
남해,km001,여수 신월,여수 신월(km001),2024-01-17,7.4
남해,km001,여수 신월,여수 신월(km001),2024-01-18,7.6
남해,km001,여수 신월,여수 신월(km001),2024-01-19,7.5
남해,km001,여수 신월,여수 신월(km001),2024-01-20,7.3
남해,km001,여수 신월,여수 신월(km001),2024-01-21,7.0
남해,km001,여수 신월,여수 신월(km001),2024-01-22,6.8
남해,km001,여수 신월,여수 신월(km001),2024-01-23,6.3
남해,km001,여수 신월,여수 신월(km001),2024-01-24,6.2
남해,km001,여수 신월,여수 신월(km001),2024-01-25,5.5
남해,km001,여수 신월,여수 신월(km001),2024-01-26,6.1
남해,km001,여수 신월,여수 신월(km001),2024-01-27,5.8
남해,km001,여수 신월,여수 신월(km001),2024-01-28,5.9
남해,km001,여수 신월,여수 신월(km001),2024-01-29,5.8
남해,km001,여수 신월,여수 신월(km001),2024-01-30,6.0
남해,km001,여수 신월,여수 신월(km001),2024-01-31,6.3
남해,km001,여수 신월,여수 신월(km001),2024-02-01,6.6
남해,km001,여수 신월,여수 신월(km001),2024-02-02,6.7
남해,km001,여수 신월,여수 신월(km001),2024-02-03,6.5
남해,km001,여수 신월,여수 신월(km001),2024-02-04,6.6
남해,km001,여수 신월,여수 신월(km001),2024-02-05,6.5
남해,km001,여수 신월,여수 신월(km001),2024-02-06,6.6
남해,km001,여수 신월,여수 신월(km001),2024-02-07,6.6
남해,km001,여수 신월,여수 신월(km001),2024-02-08,6.5
남해,km001,여수 신월,여수 신월(km001),2024-02-09,6.6
남해,km001,여수 신월,여수 신월(km001),2024-02-10,6.7
남해,km001,여수 신월,여수 신월(km001),2024-02-11,6.9
남해,km001,여수 신월,여수 신월(km001),2024-02-12,7.1
남해,km001,여수 신월,여수 신월(km001),2024-02-13,7.6
남해,km001,여수 신월,여수 신월(km001),2024-02-14,8.0
남해,km001,여수 신월,여수 신월(km001),2024-02-15,8.4
남해,km001,여수 신월,여수 신월(km001),2024-02-16,8.4
남해,km001,여수 신월,여수 신월(km001),2024-02-17,8.5
남해,km001,여수 신월,여수 신월(km001),2024-02-18,8.7
남해,km001,여수 신월,여수 신월(km001),2024-02-19,9.4
남해,km001,여수 신월,여수 신월(km001),2024-02-20,9.7
남해,km001,여수 신월,여수 신월(km001),2024-02-21,9.6
남해,km001,여수 신월,여수 신월(km001),2024-02-22,8.8
남해,km001,여수 신월,여수 신월(km001),2024-02-23,8.5
남해,km001,여수 신월,여수 신월(km001),2024-02-24,8.3
남해,km001,여수 신월,여수 신월(km001),2024-02-25,8.2
남해,km001,여수 신월,여수 신월(km001),2024-02-26,8.3
남해,km001,여수 신월,여수 신월(km001),2024-02-27,8.5
남해,km001,여수 신월,여수 신월(km001),2024-02-28,8.5
남해,km001,여수 신월,여수 신월(km001),2024-02-29,8.7
남해,km001,여수 신월,여수 신월(km001),2024-03-01,8.4
남해,km001,여수 신월,여수 신월(km001),2024-03-02,7.6
남해,km001,여수 신월,여수 신월(km001),2024-03-03,7.6
남해,km001,여수 신월,여수 신월(km001),2024-03-04,7.8
남해,km001,여수 신월,여수 신월(km001),2024-03-05,7.9
남해,km001,여수 신월,여수 신월(km001),2024-03-06,8.1
남해,km001,여수 신월,여수 신월(km001),2024-03-07,8.5
남해,km001,여수 신월,여수 신월(km001),2024-03-08,8.3
남해,km001,여수 신월,여수 신월(km001),2024-03-09,8.2
남해,km001,여수 신월,여수 신월(km001),2024-03-10,8.4
남해,km001,여수 신월,여수 신월(km001),2024-03-11,8.9
남해,km001,여수 신월,여수 신월(km001),2024-03-12,9.4
남해,km001,여수 신월,여수 신월(km001),2024-03-13,9.7
남해,km001,여수 신월,여수 신월(km001),2024-03-14,9.9
남해,km001,여수 신월,여수 신월(km001),2024-03-15,10.1
남해,km001,여수 신월,여수 신월(km001),2024-03-16,10.6
남해,km001,여수 신월,여수 신월(km001),2024-03-17,11.3
남해,km001,여수 신월,여수 신월(km001),2024-03-18,11.3
남해,km001,여수 신월,여수 신월(km001),2024-03-19,11.1
남해,km001,여수 신월,여수 신월(km001),2024-03-20,10.5
남해,km001,여수 신월,여수 신월(km001),2024-03-21,10.4
남해,km001,여수 신월,여수 신월(km001),2024-03-22,10.6
