obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemS
남해,km001,여수 신월,여수 신월(km001),2023-01-01,6.2
남해,km001,여수 신월,여수 신월(km001),2023-01-02,5.7
남해,km001,여수 신월,여수 신월(km001),2023-01-03,5.1
남해,km001,여수 신월,여수 신월(km001),2023-01-04,4.5
남해,km001,여수 신월,여수 신월(km001),2023-01-05,4.7
남해,km001,여수 신월,여수 신월(km001),2023-01-06,5.3
남해,km001,여수 신월,여수 신월(km001),2023-01-07,5.8
남해,km001,여수 신월,여수 신월(km001),2023-01-08,6.1
남해,km001,여수 신월,여수 신월(km001),2023-01-09,6.3
남해,km001,여수 신월,여수 신월(km001),2023-01-10,6.3
남해,km001,여수 신월,여수 신월(km001),2023-01-11,6.5
남해,km001,여수 신월,여수 신월(km001),2023-01-12,6.9
남해,km001,여수 신월,여수 신월(km001),2023-01-13,7.5
남해,km001,여수 신월,여수 신월(km001),2023-01-14,8.0
남해,km001,여수 신월,여수 신월(km001),2023-01-15,8.0
남해,km001,여수 신월,여수 신월(km001),2023-01-16,6.8
남해,km001,여수 신월,여수 신월(km001),2023-01-17,5.9
남해,km001,여수 신월,여수 신월(km001),2023-01-18,5.7
남해,km001,여수 신월,여수 신월(km001),2023-01-19,5.7
남해,km001,여수 신월,여수 신월(km001),2023-01-20,5.8
남해,km001,여수 신월,여수 신월(km001),2023-01-21,5.8
남해,km001,여수 신월,여수 신월(km001),2023-01-22,5.8
남해,km001,여수 신월,여수 신월(km001),2023-01-23,6.0
남해,km001,여수 신월,여수 신월(km001),2023-01-24,5.9
남해,km001,여수 신월,여수 신월(km001),2023-01-25,4.8
남해,km001,여수 신월,여수 신월(km001),2023-01-26,4.6
남해,km001,여수 신월,여수 신월(km001),2023-01-27,5.0
남해,km001,여수 신월,여수 신월(km001),2023-01-28,4.7
남해,km001,여수 신월,여수 신월(km001),2023-01-29,4.7
남해,km001,여수 신월,여수 신월(km001),2023-01-30,4.8
남해,km001,여수 신월,여수 신월(km001),2023-01-31,4.9
남해,km001,여수 신월,여수 신월(km001),2023-02-01,5.3
남해,km001,여수 신월,여수 신월(km001),2023-02-02,5.4
남해,km001,여수 신월,여수 신월(km001),2023-02-03,5.4
남해,km001,여수 신월,여수 신월(km001),2023-02-04,5.1
남해,km001,여수 신월,여수 신월(km001),2023-02-05,5.1
남해,km001,여수 신월,여수 신월(km001),2023-02-06,5.2
남해,km001,여수 신월,여수 신월(km001),2023-02-07,5.5
남해,km001,여수 신월,여수 신월(km001),2023-02-08,6.1
남해,km001,여수 신월,여수 신월(km001),2023-02-09,6.1
남해,km001,여수 신월,여수 신월(km001),2023-02-10,6.3
남해,km001,여수 신월,여수 신월(km001),2023-02-11,6.3
남해,km001,여수 신월,여수 신월(km001),2023-02-12,6.6
남해,km001,여수 신월,여수 신월(km001),2023-02-13,6.8
남해,km001,여수 신월,여수 신월(km001),2023-02-14,6.9
남해,km001,여수 신월,여수 신월(km001),2023-02-15,7.0
남해,km001,여수 신월,여수 신월(km001),2023-02-16,6.9
남해,km001,여수 신월,여수 신월(km001),2023-02-17,6.9
남해,km001,여수 신월,여수 신월(km001),2023-02-18,7.1
남해,km001,여수 신월,여수 신월(km001),2023-02-19,7.4
남해,km001,여수 신월,여수 신월(km001),2023-02-20,7.1
남해,km001,여수 신월,여수 신월(km001),2023-02-21,6.7
남해,km001,여수 신월,여수 신월(km001),2023-02-22,6.9
남해,km001,여수 신월,여수 신월(km001),2023-02-23,7.7
남해,km001,여수 신월,여수 신월(km001),2023-02-24,8.0
