obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-01,8.8,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-02,8.7,8.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-03,8.6,8.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-04,8.5,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-05,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-06,8.3,8.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-07,8.1,8.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-08,7.8,7.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-09,7.5,7.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-10,7.6,7.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-11,7.8,7.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-12,8.3,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-13,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-14,8.4,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-15,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-16,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-17,8.4,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-18,8.4,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-19,8.0,8.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-20,8.0,8.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-21,8.0,8.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-22,8.3,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-23,8.7,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-24,8.7,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-25,8.7,8.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-26,8.7,8.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-27,8.6,8.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-02-28,8.7,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-01,8.9,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-02,9.0,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-03,9.3,9.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-04,9.0,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-05,8.7,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-06,8.8,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-07,8.5,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-08,8.4,8.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-09,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-10,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-11,8.6,8.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-12,8.8,8.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-13,8.8,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-14,8.8,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-15,9.0,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-16,9.0,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-17,8.9,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-18,8.9,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-19,8.9,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-20,8.9,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-21,9.0,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-22,9.1,9.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-23,9.1,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-24,9.2,9.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-25,9.3,9.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-26,9.5,9.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-27,9.7,9.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-28,9.9,10.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-29,10.2,10.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-30,9.9,10.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-03-31,9.8,9.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-01,9.9,10.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-02,10.0,10.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-03,10.1,10.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-04,10.3,10.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-05,10.3,10.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-06,10.3,10.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-07,10.4,10.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-08,10.4,10.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-09,10.5,10.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-10,10.6,11.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-11,11.0,11.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-12,11.3,11.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-13,11.1,11.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-14,10.8,11.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-15,10.9,10.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-16,11.0,11.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-17,11.0,11.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-18,11.1,11.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-19,11.1,11.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-20,11.3,11.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-21,11.9,12.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-22,11.7,12.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-23,12.0,12.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-24,12.0,12.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-25,12.5,13.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-26,12.7,13.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-27,12.7,13.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-28,12.6,13.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-29,13.0,13.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-04-30,12.9,13.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-01,13.0,13.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-02,12.9,13.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-03,13.6,14.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-04,13.7,14.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-05,14.0,14.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-06,14.5,14.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-07,14.4,14.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-08,14.2,14.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-09,14.6,15.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-10,13.2,13.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-11,13.3,13.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-12,13.8,14.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-13,13.8,14.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-14,14.1,14.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-15,14.2,14.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-16,14.6,15.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-17,14.7,15.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-18,14.8,15.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-19,15.0,15.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-20,14.4,15.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-21,15.2,16.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-22,15.6,16.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-23,16.2,16.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-24,16.9,17.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-25,16.7,16.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-26,16.4,16.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-27,16.6,17.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-28,16.6,17.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-29,16.4,17.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-30,16.5,17.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-05-31,16.5,17.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-01,16.6,17.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-02,16.7,17.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-03,17.4,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-04,17.1,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-05,17.3,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-06,17.1,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-07,17.2,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-08,17.2,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-09,17.4,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-10,17.2,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-11,17.4,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-12,17.8,18.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-13,17.9,18.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-14,18.0,19.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-15,17.9,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-16,17.2,18.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-17,17.2,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-18,17.9,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-19,18.2,19.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-20,18.3,19.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-21,16.3,17.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-22,17.5,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-23,18.6,19.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-24,19.3,20.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-25,18.6,19.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-26,17.7,18.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-27,18.6,19.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-28,18.6,19.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-29,18.7,19.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-06-30,18.8,19.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-01,18.7,19.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-02,18.8,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-03,19.1,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-04,18.9,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-05,18.6,19.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-06,18.3,19.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-07,18.8,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-08,18.9,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-09,19.1,22.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-10,20.0,23.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-11,22.5,25.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-12,23.4,24.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-13,23.1,24.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-14,23.6,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-15,23.1,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-16,23.2,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-17,23.2,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-18,23.7,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-19,23.7,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-20,24.3,24.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-21,24.4,24.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-22,24.3,24.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-23,24.3,24.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-24,24.3,24.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-25,24.3,25.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-26,24.3,25.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-27,24.4,25.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-28,24.5,25.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-29,24.6,26.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-30,24.8,26.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-07-31,24.9,26.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-01,25.1,26.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-02,24.9,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-03,24.6,25.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-04,23.2,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-05,24.5,25.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-06,23.5,25.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-07,23.3,25.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-08,23.7,26.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-09,23.1,25.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-10,23.6,25.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-11,23.4,25.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-12,23.8,25.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-13,22.8,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-14,22.6,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-15,22.8,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-16,22.4,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-17,22.0,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-18,21.6,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-19,20.9,23.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-20,21.0,22.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-21,21.3,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-22,21.3,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-23,21.2,22.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-24,21.4,22.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-25,21.4,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-26,21.0,22.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-27,21.2,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-28,20.8,22.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-29,20.2,22.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-30,20.2,22.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-08-31,20.4,22.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-01,20.0,22.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-02,19.6,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-03,19.9,22.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-04,19.9,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-05,20.5,24.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-06,20.9,23.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-07,21.3,22.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-08,22.4,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-09,23.7,24.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-10,23.6,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-11,23.3,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-12,23.4,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-13,22.0,23.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-14,21.7,22.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-15,22.0,23.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-16,22.1,23.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-17,22.1,22.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-18,23.3,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-19,24.4,24.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-20,23.4,24.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-21,24.1,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-22,24.2,24.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-23,23.9,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-24,24.0,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-25,24.0,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-26,23.9,24.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-27,24.0,24.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-28,23.9,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-29,24.0,24.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-09-30,24.0,24.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-01,24.0,24.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-02,24.0,24.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-03,23.9,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-04,23.6,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-05,23.6,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-06,23.6,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-07,23.7,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-08,23.7,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-09,23.6,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-10,23.4,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-11,23.3,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-12,23.3,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-13,23.3,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-14,23.3,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-15,23.2,23.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-16,23.2,23.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-17,23.1,23.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-18,23.5,23.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-19,23.0,23.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-20,22.8,22.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-21,22.6,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-22,22.4,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-23,22.3,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-24,22.2,22.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-25,22.0,22.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-26,22.0,22.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-27,21.9,21.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-28,21.8,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-29,21.6,21.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-30,21.5,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-10-31,21.6,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-01,21.4,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-02,21.1,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-03,20.8,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-04,20.8,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-05,20.8,20.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-06,20.7,20.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-07,20.6,20.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-08,20.4,20.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-09,20.0,20.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-10,19.8,19.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-11,19.6,19.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-12,19.3,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-13,19.1,19.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-14,19.0,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-15,18.8,18.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-16,18.8,18.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-17,18.6,18.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-18,18.1,18.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-19,17.9,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-20,17.7,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-21,17.6,17.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-22,17.5,17.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-23,17.4,17.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-24,17.3,17.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-25,17.3,17.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2025-11-26,17.1,17.1
