obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-06,15.8,16.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-07,16.0,16.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-08,16.7,16.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-09,16.3,16.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-10,16.2,16.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-11,16.2,16.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-12,16.2,16.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-13,16.9,17.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-14,16.7,17.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-15,16.5,17.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-16,16.1,16.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-17,16.4,16.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-18,16.6,16.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-19,16.8,17.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-20,17.0,17.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-21,17.2,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-22,17.5,18.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-23,18.1,18.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-24,18.2,18.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-25,18.3,19.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-26,18.3,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-27,18.1,18.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-28,18.8,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-29,18.2,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-30,18.4,19.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-05-31,18.3,19.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-01,18.6,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-02,19.0,19.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-03,18.7,20.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-04,19.1,20.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-05,19.4,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-06,19.4,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-07,19.5,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-08,19.5,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-09,19.7,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-10,19.2,20.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-11,19.4,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-12,19.4,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-13,19.7,20.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-14,19.8,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-15,19.8,20.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-16,19.9,21.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-17,20.3,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-18,19.8,21.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-19,19.8,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-20,19.4,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-21,19.9,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-22,19.7,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-23,18.6,19.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-24,19.1,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-25,19.4,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-26,20.3,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-27,20.4,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-28,20.8,21.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-29,19.9,21.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-06-30,17.9,18.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-01,19.2,19.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-02,19.8,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-03,19.3,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-04,19.7,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-05,19.5,20.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-06,19.7,21.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-07,19.0,20.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-08,19.6,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-09,19.2,20.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-10,18.3,19.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-11,20.1,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-12,20.7,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-13,20.7,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-14,21.2,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-15,21.0,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-16,21.0,22.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-17,20.8,22.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-18,19.1,20.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-19,19.5,20.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-20,21.0,22.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-21,19.5,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-22,20.4,21.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-23,19.6,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-24,19.8,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-25,20.4,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-26,20.3,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-27,20.5,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-28,20.3,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-29,20.0,21.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-30,19.5,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-07-31,19.3,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-01,18.8,21.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-02,18.9,21.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-03,19.3,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-04,20.1,22.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-05,20.3,22.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-06,20.7,22.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-07,20.7,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-08,20.5,22.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-09,20.8,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-10,21.0,22.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-11,21.2,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-12,21.4,22.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-13,21.5,23.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-14,21.9,24.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-15,24.0,26.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-16,27.0,28.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-17,27.9,29.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-18,28.6,29.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-19,28.8,29.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-20,28.7,29.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-21,28.7,29.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-22,28.6,29.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-23,28.4,28.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-24,27.5,28.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-25,26.2,28.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-26,25.5,27.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-27,25.8,28.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-28,28.5,28.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-29,28.2,28.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-30,28.0,28.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-08-31,28.0,28.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-01,28.0,28.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-02,27.8,28.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-03,28.0,28.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-04,28.0,28.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-05,28.0,28.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-06,27.9,28.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-07,28.0,28.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-08,27.9,28.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-09,28.1,28.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-10,28.5,28.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-11,28.3,28.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-12,28.3,28.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-13,28.4,28.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-14,28.5,28.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-15,28.9,29.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-16,29.3,29.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-17,29.1,29.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-18,28.9,29.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-19,29.0,29.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-20,28.5,29.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-21,27.0,27.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-22,27.8,27.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-23,27.6,27.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-24,27.1,27.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-25,26.7,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-26,26.7,26.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-27,26.7,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-28,26.8,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-29,26.6,26.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-09-30,26.4,26.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-01,26.3,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-02,26.0,26.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-03,25.4,25.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-04,24.9,24.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-05,24.7,24.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-06,24.6,24.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-07,24.2,24.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-08,24.0,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-09,23.8,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-10,23.9,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-11,24.0,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-12,24.0,23.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-13,23.9,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-14,23.7,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-15,23.8,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-16,23.8,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-17,23.6,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-18,23.5,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-19,23.5,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-20,23.2,23.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-21,22.7,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-22,22.4,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-23,22.6,22.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-24,22.2,21.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-25,21.7,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-26,21.3,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-27,21.4,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-28,21.4,21.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-29,21.0,21.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-30,21.1,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-10-31,20.9,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-01,20.8,20.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-02,20.6,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-03,20.7,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-04,20.8,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-05,20.5,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-06,20.4,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-07,20.2,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-08,20.1,20.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-09,19.8,19.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-10,19.5,19.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-11,19.6,19.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-12,19.6,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-13,19.4,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-14,19.3,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-15,19.5,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-16,19.4,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-17,19.5,19.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-18,19.0,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-19,18.6,18.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-20,18.4,18.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-21,18.3,18.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-22,18.2,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-23,18.0,18.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-24,17.9,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-25,17.9,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2024-11-26,17.8,17.7
