obsrvnGroupNm,obsvtrCd,obsvtrKornNm,staNam,obsrvnDt,wtemM,wtemS
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-19,9.1,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-20,9.2,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-21,9.3,9.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-22,9.2,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-23,8.7,8.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-24,8.4,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-25,8.3,8.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-26,8.5,8.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-27,8.5,8.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-02-28,9.1,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-01,9.3,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-02,9.3,9.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-03,8.9,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-04,8.8,8.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-05,8.9,8.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-06,9.0,9.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-07,9.1,9.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-08,9.3,9.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-09,9.5,9.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-10,9.5,9.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-11,9.6,9.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-12,9.8,9.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-13,9.8,9.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-14,9.9,9.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-15,10.0,10.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-16,10.1,10.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-17,10.4,10.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-18,10.7,10.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-19,10.9,11.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-20,11.1,11.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-21,11.0,11.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-22,10.9,10.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-23,10.9,10.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-24,11.0,11.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-25,11.2,11.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-26,11.2,11.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-27,11.4,11.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-28,11.6,11.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-29,11.9,12.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-30,12.0,12.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-03-31,12.2,12.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-01,12.4,12.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-02,12.6,12.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-03,12.5,12.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-04,12.4,12.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-05,12.6,12.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-06,12.6,12.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-07,12.6,12.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-08,12.7,12.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-09,13.1,13.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-10,13.3,13.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-11,13.4,13.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-12,13.6,13.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-13,13.4,13.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-14,13.6,13.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-15,13.5,13.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-16,13.5,13.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-17,13.4,13.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-18,13.5,13.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-19,13.7,13.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-20,13.7,13.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-21,13.9,14.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-22,14.4,14.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-23,15.1,15.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-24,14.8,15.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-25,15.0,15.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-26,15.5,15.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-27,15.1,15.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-28,15.1,15.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-29,15.1,15.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-04-30,14.7,14.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-01,14.8,15.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-02,14.9,15.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-03,14.9,15.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-04,14.8,14.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-05,14.9,15.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-06,15.5,15.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-07,15.4,15.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-08,15.2,15.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-09,15.3,15.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-10,15.7,15.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-11,16.2,16.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-12,16.4,16.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-13,16.6,17.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-14,16.6,17.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-15,16.8,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-16,16.3,16.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-17,16.0,16.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-18,16.8,17.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-19,17.0,17.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-20,17.5,17.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-21,17.0,17.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-22,17.5,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-23,17.4,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-24,17.3,17.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-25,17.1,17.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-26,17.7,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-27,17.4,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-28,16.8,17.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-29,16.8,17.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-30,17.5,17.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-05-31,17.8,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-01,18.2,18.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-02,18.3,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-03,18.6,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-04,18.5,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-05,17.9,18.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-06,17.1,17.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-07,17.5,18.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-08,18.1,18.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-09,19.3,20.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-10,19.4,20.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-11,19.1,19.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-12,19.8,20.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-13,19.8,20.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-14,19.8,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-15,20.4,21.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-16,21.3,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-17,21.0,21.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-18,20.7,21.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-19,20.5,20.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-20,20.6,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-21,20.5,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-22,20.5,21.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-23,20.7,21.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-24,21.1,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-25,21.0,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-26,21.2,21.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-27,21.6,22.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-28,22.0,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-29,21.9,22.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-06-30,22.1,22.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-01,22.5,23.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-02,22.8,23.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-03,23.5,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-04,21.8,22.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-05,22.7,22.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-06,22.5,22.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-07,22.9,22.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-08,23.3,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-09,23.2,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-10,23.3,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-11,23.2,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-12,23.1,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-13,22.9,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-14,22.9,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-15,23.0,23.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-16,23.3,24.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-17,23.9,25.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-18,24.2,25.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-19,24.6,25.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-20,25.2,26.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-21,25.4,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-22,25.7,27.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-23,25.8,27.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-24,26.7,27.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-25,26.8,27.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-26,26.7,27.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-27,26.6,27.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-28,26.3,27.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-29,26.3,26.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-30,26.0,26.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-07-31,25.6,26.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-01,25.6,26.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-02,25.3,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-03,25.5,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-04,26.0,27.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-05,26.5,28.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-06,26.8,28.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-07,27.0,28.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-08,27.9,28.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-09,27.8,28.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-10,27.2,27.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-11,27.1,27.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-12,27.1,27.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-13,27.0,27.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-14,26.7,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-15,26.6,26.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-16,26.6,26.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-17,,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-18,26.6,26.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-19,26.4,26.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-20,26.5,26.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-21,26.4,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-22,,26.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-23,,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-24,,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-25,,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-26,,26.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-27,26.0,26.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-28,25.5,25.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-29,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-30,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-08-31,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-01,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-02,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-03,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-04,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-05,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-06,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-07,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-08,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-09,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-10,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-11,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-12,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-13,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-14,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-15,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-16,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-17,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-18,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-19,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-20,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-21,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-22,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-23,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-24,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-25,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-26,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-27,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-28,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-29,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-09-30,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-01,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-02,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-03,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-04,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-05,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-06,24.1,24.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-07,24.0,24.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-08,24.1,24.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-09,24.3,24.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-10,24.4,24.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-11,24.4,24.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-12,24.1,24.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-13,23.7,23.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-14,23.6,23.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-15,23.5,23.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-16,23.3,23.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-17,22.7,22.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-18,22.3,22.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-19,22.2,22.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-20,22.0,21.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-21,21.7,21.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-22,21.5,21.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-23,21.3,21.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-24,21.2,21.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-25,21.2,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-26,21.1,21.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-27,21.0,20.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-28,20.8,20.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-29,20.6,20.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-30,20.5,20.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-10-31,20.4,20.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-01,20.3,20.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-02,20.1,19.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-03,19.9,19.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-04,19.6,19.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-05,19.7,19.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-06,19.5,19.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-07,19.3,19.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-08,19.4,19.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-09,19.5,19.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-10,19.1,19.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-11,18.9,18.8
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-12,18.7,18.6
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-13,18.6,18.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-14,18.3,18.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-15,18.1,17.9
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-16,17.8,17.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-17,17.6,17.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-18,17.5,17.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-19,17.4,17.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-20,17.2,17.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-21,17.1,17.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-22,16.9,16.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-23,16.6,16.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-24,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-25,,
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-26,15.6,15.4
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-27,15.4,15.3
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-28,15.3,15.2
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-29,15.2,15.1
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-11-30,15.2,15.0
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-12-01,14.8,14.7
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-12-02,14.6,14.5
남해,fnm5b,남해 미조,남해 미조(fnm5b),2021-12-03,14.5,14.4
